timestamp,IMU_pitch,IMU_pitch_rate,motor_pos,motor_vel,motor_trq,motor_cmd_trq,motor_drv_mode
1754518695679275164,0,0,0,0,0,0,0
1754518695711474401,0,0,0,0,0,0,0
1754518695742220728,0,0,0,0,0,0,0
1754518695774448761,0,0,0,0,0,0,0
1754518695805503719,0,0,0,0,0,0,0
1754518695840059661,0,0,0,0,0,0,0
1754518695870298785,0,0,0,0,0,0,0
1754518695902618577,0,0,0,0,0,0,0
1754518695933379831,0,0,0,0,0,0,0
1754518695965641864,0,0,0,0,0,0,0
1754518695997130137,0,0,0,0,0,0,0
1754518696029374299,0,0,0,0,0,0,0
1754518696061630536,0,0,0,0,0,0,0
1754518696092424678,0,0,0,0,0,0,0
1754518696124745915,0,0,0,0,0,0,0
1754518696155441576,0,0,0,0,0,0,0
1754518696187681053,0,0,0,0,0,0,0
1754518696218442918,0,0,0,0,0,0,0
1754518696250731581,0,0,0,0,0,0,0
1754518696281445834,0,0,0,0,0,0,0
1754518696313945923,0,0,0,0,0,0,0
