timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,mot_drv_mode
1755111743358214640,0,0,0,0,0,0,0
1755111743382106880,0,0,0,0,0,0,0
1755111743407081389,0,0,0,0,0,0,0
1755111743432099916,0,0,0,0,0,0,0
1755111743457128369,0,0,0,0,0,0,0
1755111743482182101,0,0,0,0,0,0,0
1755111743507122127,0,0,0,0,0,0,0
1755111743532133043,0,0,0,0,0,0,0
1755111743557070662,0,0,0,0,0,0,0
1755111743582079319,0,0,0,0,0,0,0
1755111743607117161,0,0,0,0,0,0,0
1755111743632438876,0,0,0,0,0,0,0
1755111743657082826,0,0,0,0,0,0,0
1755111743682190188,0,0,0,0,0,0,0
1755111743707094899,0,0,0,0,0,0,0
1755111743732114186,0,0,0,0,0,0,0
1755111743757089138,0,0,0,0,0,0,0
1755111743782096703,0,0,0,0,0,0,0
1755111743807129785,0,0,0,0,0,0,0
1755111743832089812,0,0,0,0,0,0,0
1755111743857102932,0,0,0,0,0,0,0
1755111743882192108,0,0,0,0,0,0,0
1755111743907163783,0,0,0,0,0,0,0
1755111743932129550,0,0,0,0,0,0,0
1755111743957060818,0,0,0,0,0,0,0
1755111743982074012,0,0,0,0,0,0,0
1755111744007172503,0,0,0,0,0,0,0
1755111744032069743,0,0,0,0,0,0,0
1755111744057079908,0,0,0,0,0,0,0
1755111744082178668,0,0,0,0,0,0,0
1755111744107087907,0,0,0,0,0,0,0
1755111744132157295,0,0,0,0,0,0,0
1755111744157044090,0,0,0,0,0,0,0
1755111744182087552,0,0,0,0,0,0,0
1755111744207087718,0,0,0,0,0,0,0
1755111744232222848,0,0,0,0,0,0,0
1755111744257111327,0,0,0,0,0,0,0
1755111744282179549,0,0,0,0,0,0,0
1755111744311098543,0,0,0,0,0,0,0
1755111744343453343,0,0,0,0,0,0,0
1755111744357154509,0,0,0,0,0,0,0
1755111744382129916,0,0,0,0,0,0,0
1755111744407054673,0,0,0,0,0,0,0
1755111744432070561,0,0,0,0,0,0,0
1755111744457278710,0,0,0,0,0,0,0
1755111744482347525,3.17924,-0.00195312,0,0,0,0,0
1755111744507284468,3.17917,-0.00390625,0,0,0,0,0
1755111744532404431,3.1791,0,0,0,0,0,0
1755111744557164317,3.17922,0.00390625,0,0,0,0,0
1755111744582169927,3.17922,0.00195312,0,0,0,0,0
1755111744607156667,3.17936,0.00390625,0,0,0,0,0
1755111744632401890,3.17936,-0.00195312,0,0,0,0,0
1755111744657228869,3.17936,0.00195312,0,0,0,0,0
1755111744682321758,3.17931,0.00390625,0,0,0,0,0
1755111744707240590,3.17944,-0.00585938,0,0,0,0,0
1755111744732180255,3.17937,0.00195312,0,0,0,0,0
1755111744757147032,3.17937,-0.00195312,0,0,0,0,0
1755111744782139012,3.17932,0.00195312,0,0,0,0,0
1755111744807201697,3.17939,0.00390625,0,0,0,0,0
1755111744832112196,3.17949,-0.00195312,0,0,0,0,0
1755111744857127510,3.17949,0.00195312,0,0,0,0,0
1755111744882629291,3.17949,0,0,0,0,0,0
1755111744907213379,3.17949,0.00195312,0,0,0,0,0
1755111744932118248,3.17955,0,0,0,0,0,0
1755111744960900685,3.17962,0.00390625,0,0,0,0,0
1755111744989390027,3.17962,-0.00195312,0,0,0,0,0
1755111745007155357,3.17962,0.00195312,0,0,0,0,0
1755111745032078531,3.17974,0.00195312,0,0,0,0,0
1755111745057188022,3.17981,0.00585938,0,0,0,0,0
1755111745082311512,3.17979,0,0,0,0,0,0
1755111745107392762,3.17979,-0.00585938,0,0,0,0,0
1755111745132367344,3.17981,0.00195312,0,0,0,0,0
1755111745157457797,3.17986,-0.00195312,0,0,0,0,0
1755111745182301544,3.17984,-0.00195312,0,0,0,0,0
1755111745207347386,3.17984,0.00195312,0,0,0,0,0
1755111745232423987,3.17996,0.0078125,0,0,0,0,0
1755111745257361939,3.18009,0.00585938,0,0,0,0,0
1755111745282292132,3.1802,0,0,0,0,0,0
1755111745307475234,3.18014,0,0,0,0,0,0
1755111745332264851,3.18014,0.00195312,0,0,0,0,0
1755111745357224063,3.18014,0.00195312,0,0,0,0,0
1755111745382217719,3.18038,0.0078125,0,0,0,0,0
1755111745407213894,3.18057,0.00195312,0,0,0,0,0
1755111745432248809,3.1805,-0.00390625,0,0,0,0,0
1755111745457265336,3.18043,-0.00585938,0,0,0,0,0
1755111745482508550,3.18043,-0.00195312,0,0,0,0,0
1755111745507367445,3.18049,0.00585938,0,0,0,0,0
1755111745532279101,3.18061,0.00390625,0,0,0,0,0
1755111745557214349,3.18061,-0.0078125,0,0,0,0,0
1755111745582234079,3.18061,-0.00195312,0,0,0,0,0
1755111745607229699,3.18055,0.00195312,0,0,0,0,0
1755111745632288429,3.18068,0.00390625,0,0,0,0,0
1755111745657456772,3.1808,0.00585938,0,0,0,0,0
1755111745682423576,3.18068,-0.00390625,0,0,0,0,0
1755111745707315324,3.18068,-0.00195312,0,0,0,0,0
1755111745732276276,3.18068,0.00195312,0,0,0,0,0
1755111745757215358,3.18075,0,0,0,0,0,0
1755111745782220699,3.18081,0.00195312,0,0,0,0,0
1755111745807220318,3.1808,0.00390625,0,0,0,0,0
1755111745832323734,3.18087,0.00195312,0,0,0,0,0
1755111745857224390,3.18087,-0.00585938,0,0,0,0,0
1755111745882429418,3.18081,0,0,0,0,0,0
1755111745907449223,3.18093,0,0,0,0,0,0
1755111745932206691,3.18092,0.00195312,0,0,0,0,0
1755111745957193366,3.18105,0.00195312,0,0,0,0,0
1755111745982286634,3.18098,0.00390625,0,0,0,0,0
1755111746007209661,3.18093,0,0,0,0,0,0
1755111746032246882,3.18093,0.00585938,0,0,0,0,0
1755111746057225602,3.18105,0,0,0,0,0,0
1755111746082247712,3.18105,-0.00195312,0,0,0,0,0
1755111746107295266,3.18112,-0.00585938,0,0,0,0,0
1755111746132291375,3.18112,-0.00390625,0,0,0,0,0
1755111746157244429,3.18099,-0.00195312,0,0,0,0,0
1755111746182233057,3.18104,0.00585938,0,0,0,0,0
1755111746207214388,3.18117,0.00195312,0,0,0,0,0
1755111746232216516,3.18117,0.00195312,0,0,0,0,0
1755111746257220885,3.18117,0.00390625,0,0,0,0,0
1755111746282244531,3.18124,0.00976562,0.239109,-0.00739622,0,4.67958,3
1755111746307244733,3.18138,0.00585938,0.245804,1.12436,1.84723,4.6588,10
