timestamp,IMU_pitch,IMU_pitch_rate,motor_pos,motor_vel,motor_trq,motor_drv_mode
1754342441355831006,0.00815347,0,0,0,0,0
1754342441356533451,0.00815347,0,0,0,0,0
1754342441356664303,0.00815347,0,0,0,0,0
1754342441356751766,0.00815347,0,0,0,0,0
1754342441356832710,0.00815347,0,0,0,0,0
1754342441356912840,0.00815347,0,0,0,0,0
1754342441356956729,0.00815329,0,0,0,0,0
1754342441356996414,0.00815329,0,0,0,0,0
1754342441357035284,0.00815329,0,0,0,0,0
1754342441357074247,0.00733799,0,0,0,0,0
1754342441367181831,0.00733799,0,0,0,0,0
1754342441392279095,0.00733816,0,0,0,0,0
1754342441417794470,0.00733816,0,0,0,0,0
1754342441442805660,0.00733218,0,0,0,0,0
1754342441467468127,0.00733218,0,0,0,0,0
1754342441492496762,0.00733218,0,0,0,0,0
1754342441517384655,0.00733218,0,0,0,0,0
1754342441542403974,0.00733218,0,0,0,0,0
1754342441567334294,0.00733218,0,0,0,0,0
1754342441592335873,0.00733218,0,0,0,0,0
1754342441617392562,0.00733218,0,0,0,0,0
1754342441642423086,0.00733218,0,0,0,0,0
1754342441667342998,0.00733218,0,0,0,0,0
1754342441692470613,0.00733218,0,0,0,0,0
1754342441717454988,0.00733218,0,0,0,0,0
1754342441742652938,0.00733218,0,0,0,0,0
1754342441767440461,0.00733218,0,0,0,0,0
1754342441792523928,0.00733218,0,0,0,0,0
1754342441817375692,0.00733218,0,0,0,0,0
1754342441842522549,0.00733816,0,0,0,0,0
1754342441867638350,0.00733816,0,0,0,0,0
1754342441892466113,0.00733234,0,0,0,0,0
1754342441917478877,0.00733234,0,0,0,0,0
1754342441942467326,0.00733234,0,0,0,0,0
1754342441967429016,0.00733234,0,0,0,0,0
1754342441992285057,0.00733234,0,0,0,0,0
1754342442017439266,0.00733234,0,0,0,0,0
1754342442042371604,0.00733234,0,0,0,0,0
1754342442067654498,0.00733234,0,0,0,0,0
1754342442092428687,0.00733831,0,0,0,0,0
1754342442117481525,0.00733831,0,0,0,0,0
1754342442142431863,0.00733831,0,0,0,0,0
1754342442167389905,0.00733831,0,0,0,0,0
1754342442192418817,0.00733816,0,0,0,0,0
1754342442217411562,0.00733816,0,0,0,0,0
1754342442242366641,0.00733816,0,0,0,0,0
1754342442267634442,0.00733816,0,0,0,0,0
1754342442292659984,0.00733816,0,0,0,0,0
1754342442317583155,0.00733816,0,0,0,0,0
1754342442342460844,0.00733816,0,0,0,0,0
1754342442367441960,0.00733831,0,0,0,0,0
1754342442392516132,0.00733816,0,0,0,0,0
1754342442417409969,0.00733816,0,0,0,0,0
1754342442442364289,0.00815347,0,0,0,0,0
1754342442467362182,0.00815347,0,0,0,0,0
1754342442492360742,0.00815347,0,0,0,0,0
1754342442517394969,0.00815347,0,0,0,0,0
1754342442542461289,0.00815347,0,0,0,0,0
1754342442567356386,0.00815347,0,0,0,0,0
1754342442592435409,0.00733816,0,0,0,0,0
1754342442617305858,0.00733816,0,0,0,0,0
1754342442642403437,0.00733816,0,0,0,0,0
1754342442667341590,0.00733816,0,0,0,0,0
1754342442692477631,0.00733816,0,0,0,0,0
1754342442717399766,0.00733816,0,0,0,0,0
1754342442742479418,0.00733816,0,0,0,0,0
1754342442767358756,0.00733816,0,0,0,0,0
1754342442792354205,0.00733816,0,0,0,0,0
1754342442817365858,0.00733816,0,0,0,0,0
1754342442842410770,0.00733816,0,0,0,0,0
1754342442867303552,0.00733816,0,0,0,0,0
1754342442892378446,0.00733816,0,0,0,0,0
1754342442917304006,0.00733816,0,0,0,0,0
1754342442942377640,0.00733816,0,0,0,0,0
1754342442967361664,0.00733816,0,0,0,0,0
1754342442992323613,0.00733816,0,0,0,0,0
1754342443017358080,0.00733816,0,0,0,0,0
1754342443042327955,0.00733816,0,0,0,0,0
1754342443067352404,0.00733816,0,0,0,0,0
1754342443092353020,0.00733816,0,0,0,0,0
