timestamp,IMU_pitch,IMU_pitch_rate,motor_pos,motor_vel,motor_trq,motor_cmd_trq,motor_drv_mode
1754500336028439659,0,0,0,0,0,0,0
1754500336061768142,0,0,0,0,0,0,0
1754500336096915942,0,0,0,0,0,0,0
1754500336130315574,0,0,0,0,0,0,0
1754500336165241318,0,0,0,0,0,0,0
1754500336206668978,0,0,0,0,0,0,0
1754500336241408593,0,0,0,0,0,0,0
1754500336274962058,0,0,0,0,0,0,0
1754500336310002358,0,0,0,0,0,0,0
1754500336343509897,0,0,0,0,0,0,0
1754500336379167124,0,0,0,0,0,0,0
1754500336412512755,0,0,0,0,0,0,0
1754500336447483352,0,0,0,0,0,0,0
1754500336481054594,0,0,0,0,0,0,0
1754500336516135765,0,0,0,0,0,0,0
1754500336549764971,0,0,0,0,0,0,0
1754500336585298290,0,0,0,0,0,0,0
1754500336620110960,0,0,0,0,0,0,0
1754500336655143131,0,0,0,0,0,0,0
1754500336688898374,0,0,0,0,0,0,0
1754500336723959730,0,0,0,0,0,0,0
1754500336757877992,0,0,0,0,0,0,0
1754500336792864792,0,0,0,0,0,0,0
1754500336826144090,0,0,0,0,0,0,0
1754500336861259538,0,0,0,0,0,0,0
1754500336881269599,0,0,0,0,0,0,0
1754500336902550364,0,0,0,0,0,0,0
1754500336922431961,0,0,0,0,0,0,0
1754500336943771172,0,0,0,0,0,0,0
1754500336963700658,0,0,0,0,0,0,0
1754500336989824355,0,0,0,0,0,0,0
1754500337014602236,0,0,0,0,0,0,0
1754500337040060432,0,0,0,0,0,0,0
1754500337064905943,0,0,0,0,0,0,0
1754500337089689953,0,0,0,0,0,0,0
1754500337114594334,0,0,0,0,0,0,0
1754500337140068271,0,0.0078125,0,0,0,0,0
1754500337164703911,3.10763,0.00195312,0,0,0,0,0
1754500337189728884,3.10763,-0.00195312,0,0,0,0,0
1754500337214972877,3.10763,0.0078125,0,0,0,0,0
1754500337239825054,3.10763,0,0,0,0,0,0
1754500337264898231,3.10774,0.00390625,0,0,0,0,0
1754500337290286983,3.10774,0,0,0,0,0,0
1754500337314691308,3.10774,0.00390625,0,0,0,0,0
1754500337339677930,3.10779,0.00390625,0,0,0,0,0
1754500337364793589,3.10787,0.00585938,0,0,0,0,0
1754500337391297805,3.10794,0.00195312,0,0,0,0,0
1754500337413299201,3.10801,0.00195312,0,0,0,0,0
1754500337439803269,3.1081,-0.00195312,0,0,0,0,0
1754500337464857891,3.10802,0.00195312,0,0,0,0,0
1754500337489684679,3.10806,0,0,0,0,0,0
1754500337514523467,3.10806,-0.00195312,0,0,0,0,0
1754500337539829960,3.10806,0,0,0,0,0,0
1754500337564944230,3.10813,0,0,0,0,0,0
1754500337589741555,3.10829,0.00195312,0,0,0,0,0
1754500337614694473,3.10824,0.00195312,0,0,0,0,0
1754500337639679817,3.10829,0.00390625,0,0,0,0,0
1754500337664716068,3.10829,0,0,0,0,0,0
1754500337689902839,3.10837,-0.00585938,0,0,0,0,0
1754500337714648293,3.10836,0.00585938,0,0,0,0,0
1754500337739844323,3.1084,0.00390625,0,0,0,0,0
1754500337764691000,3.10836,0.00390625,0,0,0,0,0
1754500337790060104,3.10845,-0.00390625,0,0,0,0,0
1754500337814848336,3.10845,0.00585938,0,0,0,0,0
1754500337839801569,3.1086,0.00390625,0,0,0,0,0
1754500337864650005,3.10867,0.00195312,0,0,0,0,0
1754500337889585201,3.10859,-0.00390625,0,0,0,0,0
1754500337915049620,3.10859,0,0,0,0,0,0
1754500337939668056,3.10871,0.00195312,0,0,0,0,0
1754500337964643918,3.10871,0.00195312,0,0,0,0,0
1754500337989673448,3.10879,0,0,0,0,0,0
1754500338014616681,3.10879,0,0,0,0,0,0
1754500338039574561,3.10886,0.00195312,0,0,0,0,0
1754500338064668332,3.10894,0.00390625,0,0,0,0,0
1754500338089620009,3.10886,0,0,0,0,0,0
1754500338114620927,3.10886,0.00390625,0,0,0,0,0
1754500338139642289,3.1089,-0.00390625,0,0,0,0,0
1754500338164828337,3.1089,0,0,0,0,0,0
1754500338189657237,3.1089,0,0,0,0,0,0
1754500338214647414,3.1089,0,0,0,0,0,0
1754500338239765962,3.1089,0,0,0,0,0,0
1754500338264835195,3.1089,0,0,0,0,0,0
1754500338289679446,3.1089,0,0,0,0,0,0
1754500338314752346,3.1089,0,0,0,0,0,0
1754500338339653078,3.1089,0,0,0,0,0,0
1754500338364584256,3.1089,0,0,0,0,0,0
1754500338390146230,3.1089,0,0,0,0,0,0
1754500338414920148,3.1089,0,0,0,0,0,0
1754500338439530788,3.1089,0,0,0,0,0,0
1754500338464643946,3.1089,0,0,0,0,0,0
1754500338489940643,3.1089,0,0,0,0,0,0
1754500338514827264,3.1089,0,0,0,0,0,0
1754500338539632997,3.1089,0,0,0,0,0,0
1754500338564659248,3.1089,0,0,0,0,0,0
1754500338589769185,3.1089,0,0,0,0,0,0
1754500338614654325,3.1089,0,0,0,0,0,0
1754500338639800392,3.1089,0,0,0,0,0,0
1754500338664722569,3.1089,0,0,0,0,0,0
1754500338689936006,3.1089,0,0,0,0,0,0
1754500338714942979,3.1089,0,0,0,0,0,0
1754500338739913268,3.1089,0,0,0,0,0,0
1754500338764972482,3.1089,0,0,0,0,0,0
1754500338789675567,3.1089,0,0,0,0,0,0
1754500338814681040,3.1089,0,0,0,0,0,0
1754500338839811403,3.1089,0,0,0,0,0,0
1754500338864818321,3.1089,0,0,0,0,0,0
1754500338890235758,3.1089,0,0,0,0,0,0
1754500338914603194,3.1089,0,0,0,0,0,0
1754500338939579538,3.1089,0,0,0,0,0,0
1754500338964629715,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500338989966319,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500339014675922,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500339039904377,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500339064645462,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500339089746695,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500339112966462,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500339139792734,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500339164913560,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500339190003274,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500339215326304,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500339240566389,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
1754500339264916621,3.1089,0,2946.8,-0.00413179,0,0.0599794,0
