timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,mot_drv_mode
1767982693107417786,0,0,0,0,0,0,0
1767982693117407511,0,0,0,0,0,0,0
1767982693127520032,0,0,0,0,0,0,0
1767982693137692350,0,0,0,0,0,0,0
1767982693147791704,0,0,0,0,0,0,0
1767982693159767841,0,0,0,0,0,0,0
1767982693170218455,0,0,0,0,0,0,0
1767982693180394014,0,0,0,0,0,0,0
1767982693190546757,0,0,0,0,0,0,0
1767982693200884964,0,0,0,0,0,0,0
1767982693212673452,0,0,0,0,0,0,0
1767982693222827807,0,0,0,0,0,0,0
1767982693237038910,0,0,0,0,0,0,0
1767982693244141666,0,0,0,0,0,0,0
1767982693255664783,0,0,0,0,0,0,0
1767982693266827455,0,0,0,0,0,0,0
1767982693277773626,0,0,0,0,0,0,0
1767982693288195962,0,0,0,0,0,0,0
1767982693298569392,0,0,0,0,0,0,0
1767982693310099212,0,0,0,0,0,0,0
1767982693320653531,0,0,0,0,0,0,0
1767982693331137849,0,0,0,0,0,0,0
1767982693342332336,0,0,0,0,0,0,0
1767982693352581876,0,0,0,0,0,0,0
1767982693364029196,0,0,0,0,0,0,0
1767982693374540403,0,0,0,0,0,0,0
1767982693384864647,0,0,0,0,0,0,0
1767982693394967983,0,0,0,0,0,0,0
1767982693405261820,0,0,0,0,0,0,0
1767982693416736436,0,0,0,0,0,0,0
1767982693426956217,0,0,0,0,0,0,0
1767982693438441834,0,0,0,0,0,0,0
1767982693451490435,0,0,0,0,0,0,0
1767982693462836200,0,0,0,0,0,0,0
1767982693473015258,0,0,0,0,0,0,0
1767982693483239613,0,0,0,0,0,0,0
1767982693493480227,0,0,0,0,0,0,0
1767982693503689545,0,0,0,0,0,0,0
1767982693515140199,0,0,0,0,0,0,0
1767982693525410998,0,0,0,0,0,0,0
1767982693535584816,0,0,0,0,0,0,0
1767982693545812467,0,0,0,0,0,0,0
1767982693555981396,0,0,0,0,0,0,0
1767982693567405401,0,0,0,0,0,0,0
1767982693577609330,0,0,0,0,0,0,0
1767982693587826889,0,0,0,0,0,0,0
1767982693598004317,0,0,0,0,0,0,0
1767982693609412841,0,0,0,0,0,0,0
1767982693620152494,0,0,0,0,0,0,0
1767982693630420682,0,0,0,0,0,0,0
1767982693640740111,0,0,0,0,0,0,0
1767982693650976373,0,0,0,0,0,0,0
1767982693662697805,0,0,0,0,0,0,0
1767982693673396791,0,0,0,0,0,0,0
