timestamp,IMU_pitch,IMU_pitch_rate,motor_pos,motor_vel,motor_trq,motor_cmd_trq,motor_drv_mode
1754603789563127040,0,0,0,0,0,0,0
1754603789587969181,0,0,0,0,0,0,0
1754603789613385359,0,0,0,0,0,0,0
1754603789638359129,0,0,0,0,0,0,0
1754603789663024696,0,0,0,0,0,0,0
1754603789688107114,0,0,0,0,0,0,0
1754603789713127625,0,0,0,0,0,0,0
1754603789738463155,0,0,0,0,0,0,0
1754603789763171758,0,0,0,0,0,0,0
1754603789788034510,0,0,0,0,0,0,0
1754603789812982799,0,0,0,0,0,0,0
1754603789838131254,0,0,0,0,0,0,0
1754603789862973062,0,0,0,0,0,0,0
1754603789888053425,0,0,0,0,0,0,0
1754603789913267251,0,0,0,0,0,0,0
1754603789938004373,0,0,0,0,0,0,0
1754603789963327069,0,0,0,0,0,0,0
1754603789988108728,0,0,0,0,0,0,0
1754603790013141998,0,0,0,0,0,0,0
1754603790038129750,0,0,0,0,0,0,0
1754603790063113780,0,0,0,0,0,0,0
1754603790088202865,0,0,0,0,0,0,0
1754603790113713505,0,0,0,0,0,0,0
1754603790138083202,0,0,0,0,0,0,0
1754603790163205250,0,0,0,0,0,0,0
1754603790188070502,0,0,0,0,0,0,0
1754603790213181013,0,0,0,0,0,0,0
1754603790238141302,0,0,0,0,0,0,0
1754603790263125350,0,0,0,0,0,0,0
1754603790288238935,0,0,0,0,0,0,0
1754603790313209057,0,0,0,0,0,0,0
1754603790338165827,0,0,0,0,0,0,0
1754603790363185560,0,0,0,0,0,0,0
1754603790388186201,0,0,0,0,0,0,0
1754603790413218805,0,0,0,0,0,0,0
1754603790438248408,0,0,0,0,0,0,0
1754603790463425364,0,0,0,0,0,0,0
1754603790488444153,0,0,0,0,0,0,0
1754603790513460941,0,0,0,0,0,0,0
1754603790538168415,0,0,0,0,0,0,0
1754603790563408760,0,0,0,0,0,0,0
1754603790588179049,0,0,0,0,0,0,0
1754603790613171634,0,0,0,0,0,0,0
1754603790638206441,0,0,0,0,0,0,0
1754603790663104878,0,0.00195312,0,0,0,0,0
1754603790688169222,3.05146,0.00390625,0,0,0,0,0
1754603790713210345,3.05152,0.00195312,0,0,0,0,0
1754603790738176967,3.05156,0,0,0,0,0,0
1754603790763423404,3.05164,0.00390625,0,0,0,0,0
1754603790788117007,3.0517,0.00195312,0,0,0,0,0
1754603790813234648,3.05168,0,0,0,0,0,0
1754603790838468437,3.05182,0,0,0,0,0,0
