timestamp,IMU_pitch,IMU_pitch_rate,motor_pos,motor_vel,motor_trq,motor_drv_mode
1754337619920228645,0,0,0,0,0,0
1754337619945089186,0,0,0,0,0,0
1754337619970137653,0,0,0,0,0,0
1754337619995155954,0,0,0,0,0,0
1754337620020106514,0,0,0,0,0,0
1754337620045808927,0,0,0,0,0,0
1754337620070313875,0,0,0,0,0,0
1754337620095150045,0,0,0,0,0,0
1754337620120124753,0,0,0,0,0,0
1754337620145115887,0,0,0,0,0,0
1754337620170101169,0,0,0,0,0,0
1754337620195119155,0,0,0,0,0,0
1754337620220039159,0,0,0,0,0,0
1754337620245187942,0,0,0,0,0,0
1754337620270077724,0,0,0,0,0,0
1754337620295098561,0,0,0,0,0,0
1754337620320163232,0,0,0,0,0,0
1754337620345110811,0,0,0,0,0,0
1754337620370050037,0,0,0,0,0,0
1754337620395081690,0,0,0,0,0,0
1754337620420042398,0,0,0,0,0,0
1754337620445065124,0,0,0,0,0,0
1754337620470155610,0,0,0,0,0,0
1754337620495176374,0,0,0,0,0,0
1754337620520125322,0,0,0,0,0,0
1754337620545105216,0,0,0,0,0,0
1754337620570095868,0,0,0,0,0,0
1754337620595092409,0,0,0,0,0,0
1754337620620076636,0,0,0,0,0,0
1754337620645091455,0,0,0,0,0,0
1754337620670154959,0,0,0,0,0,0
1754337620695090612,0,0,0,0,0,0
1754337620720102320,0,0,0,0,0,0
1754337620745128083,0,0,0,0,0,0
1754337620770032384,0,0,0,0,0,0
1754337620795050388,0,0,0,0,0,0
1754337620820131467,0,0,0,0,0,0
1754337620845041286,0,0,0,0,0,0
1754337620870099549,0,0,0,0,0,0
1754337620895184128,0,0,0,0,0,0
1754337620920128465,0,0,0,0,0,0
1754337620945089747,0,0,0,0,0,0
1754337620970137530,0,0,0,0,0,0
1754337620995329942,0,0,0,0,0,0
1754337621020686724,0,0,0,0,0,0
1754337621050411014,0,0,0,0,0,0
1754337621071148771,0,0,0,0,0,0
1754337621095209977,0,0,0,0,0,0
1754337621120225241,0,0,0,0,0,0
1754337621145338060,0,0,0,0,0,0
1754337621170475287,0,0,0,0,0,0
1754337621195467754,0,0,0,0,0,0
1754337621220434999,0,0,0,0,0,0
1754337621245448263,0,0,0,0,0,0
1754337621270395045,0,0,0,0,0,0
1754337621296102846,0,0,0,0,0,0
1754337621320188460,0,0,0,0,0,0
1754337621345158853,0,0,0,0,0,0
1754337621370224561,0,0,0,0,0,0
1754337621395277510,0,0,0,0,0,0
1754337621420232496,0,0,0,0,0,0
1754337621445225185,0,0,0,0,0,0
1754337621470323245,0,0,0,0,0,0
1754337621495218138,0,0,0,0,0,0
1754337621520285680,0,0,0,0,0,0
1754337621545245369,0,0,0,0,0,0
1754337621570201670,0,0,0,0,0,0
1754337621595243545,0,0,0,0,0,0
1754337621620258141,0,0,0,0,0,0
1754337621645230498,0,0,0,0,0,0
1754337621670244835,0,0,0,0,0,0
1754337621695171988,0,0,0,0,0,0
1754337621720326677,0,0,0,0,0,0
1754337621745186089,0,0,0,0,0,0
1754337621770252408,0,0,0,0,0,0
1754337621795250412,0,0,0,0,0,0
1754337621820187176,0,0,0,0,0,0
1754337621845295976,0,0,0,0,0,0
1754337621870177536,0,0,0,0,0,0
1754337621895240429,0,0,0,0,0,0
1754337621920304545,0,0,0,0,0,0
1754337621945214956,0,0,0,0,0,0
1754337621970231035,0,0,0,0,0,0
1754337621995244132,0,0,0,0,0,0
1754337622020165821,0,0,0,0,0,0
1754337622045181788,0,0,0,0,0,0
1754337622070376886,0,0,0,0,0,0
1754337622095152556,0,0,0,0,0,0
1754337622120233986,0,0,0,0,0,0
1754337622145267806,0,0,0,0,0,0
1754337622170293514,0,0,0,0,0,0
