timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,motor_drv_mode
1755031919187388547,0,0,0,0,0,0,0
1755031919210431866,0,0,0,0,0,0,0
1755031919235683469,0,0,0,0,0,0,0
1755031919262620594,0,0,0,0,0,0,0
1755031919285716783,0,0,0,0,0,0,0
1755031919310458736,0,0,0,0,0,0,0
1755031919335537690,0,0,0,0,0,0,0
1755031919360433347,0,0,0,0,0,0,0
1755031919386554766,0,0,0,0,0,0,0
1755031919410984366,0,0,0,0,0,0,0
1755031919435490670,0,0,0,0,0,0,0
1755031919460595847,0,0,0,0,0,0,0
1755031919485520189,0,0,0,0,0,0,0
1755031919510488161,0,0,0,0,0,0,0
1755031919535524892,0,0,0,0,0,0,0
1755031919560581272,0,0,0,0,0,0,0
1755031919585471466,0,0,0,0,0,0,0
1755031919610509067,0,0,0,0,0,0,0
1755031919635818244,0,0,0,0,0,0,0
1755031919660993661,0,0,0,0,0,0,0
1755031919685881633,0,0,0,0,0,0,0
1755031919711426328,0,0,0,0,0,0,0
1755031919736056188,0,0,0,0,0,0,0
1755031919760546344,0,0,0,0,0,0,0
1755031919785703132,0,0,0,0,0,0,0
1755031919810757456,0,0,0,0,0,0,0
1755031919835648335,0,0,0,0,0,0,0
1755031919860634066,0,0,0,0,0,0,0
1755031919885581945,0,0,0,0,0,0,0
1755031919910634862,0,0,0,0,0,0,0
1755031919935751779,0,0,0,0,0,0,0
1755031919960517510,0,0,0,0,0,0,0
1755031919985564426,0,0,0,0,0,0,0
1755031920010590824,0,0,0,0,0,0,0
1755031920035544074,0,0,0,0,0,0,0
1755031920060596842,0,0,0,0,0,0,0
1755031920085664704,0,0,0,0,0,0,0
1755031920110521786,0,0,0,0,0,0,0
1755031920135667555,0,0,0,0,0,0,0
1755031920161236899,0,0,0,0,0,0,0
1755031920185674684,0,0,0,0,0,0,0
1755031920210652193,0,0,0,0,0,0,0
1755031920235591869,0,0,0,0,0,0,0
1755031920260600045,0,0,0,0,0,0,0
1755031920285686258,0,0.00195312,0,0,0,0,0
1755031920311025249,6.30772,0.00390625,0,0,0,0,0
1755031920335795128,6.3078,0,0,0,0,0,0
1755031920361104749,6.3078,0.00390625,0,0,0,0,0
1755031920385620127,6.30788,0,0,0,0,0,0
1755031920410895193,6.30796,-0.00390625,0,0,0,0,0
1755031920435474553,6.30802,-0.00390625,0,0,0,0,0
1755031920460771914,6.30794,0,0,0,0,0,0
1755031920486195665,6.30794,0,0,0,0,0,0
1755031920510577691,6.30791,-0.00195312,0,0,0,0,0
1755031920535878331,6.30794,-0.00195312,0,0,0,0,0
1755031920560867821,6.30794,0.00390625,0,0,0,0,0
1755031920586174053,6.30802,-0.00195312,0,0,0,0,0
1755031920610636394,6.30787,0.00390625,0,0,0,0,0
1755031920635515755,6.30791,-0.00195312,0,0,0,0,0
1755031920660646931,6.30783,0,0,0,0,0,0
1755031920685601810,6.30783,0,0,0,0,0,0
1755031920710622079,6.30795,0.00195312,0,0,0,0,0
1755031920736213830,6.30795,-0.00195312,0,0,0,0,0
1755031920760914764,6.30795,-0.00585938,0,0,0,0,0
1755031920785748662,6.30783,0.00195312,0,0,0,0,0
1755031920810813134,6.30783,0,0,0,0,0,0
1755031920835779051,6.3078,-0.00390625,0,0,0,0,0
1755031920860662245,6.30777,0,0,0,0,0,0
1755031920886659090,6.30788,0.00195312,0,0,0,0,0
1755031920910801874,6.30788,0.00195312,0,0,0,0,0
1755031920935638735,6.30796,0.00195312,0,0,0,0,0
1755031920960775244,6.30796,0,0,0,0,0,0
1755031920985662753,6.3081,0.00195312,0,0,0,0,0
1755031921010907726,6.3081,-0.00195312,0,0,0,0,0
1755031921035918031,6.3081,-0.00390625,0,0,0,0,0
1755031921060615706,6.30807,-0.00195312,0,0,0,0,0
1755031921085636067,6.30799,-0.00195312,0,0,0,0,0
1755031921110993781,6.30807,-0.00390625,0,0,0,0,0
1755031921135795715,6.30799,0,0,0,0,0,0
1755031921160626409,6.30799,-0.00390625,0,0,0,0,0
1755031921185616881,6.30792,-0.00195312,0,0,0,0,0
1755031921210594890,6.30792,-0.00195312,0,0,0,0,0
1755031921235595899,6.30785,-0.00195312,0,0,0,0,0
1755031921260692038,6.30785,-0.00390625,0,0,0,0,0
1755031921285704640,6.30785,0,0,0,0,0,0
1755031921310692612,6.30785,0,0,0,0,0,0
1755031921335666917,6.30785,0,0,0,0,0,0
1755031921360585185,6.30785,0,0,0,0,0,0
1755031921385590398,6.30785,0,0,0,0,0,0
1755031921410608593,6.30785,0,0,0,0,0,0
1755031921435868010,6.30785,0,0,0,0,0,0
1755031921460748185,6.30785,0,0,0,0,0,0
1755031921485695361,6.30785,0,0,0,0,0,0
1755031921510957834,6.30785,0,0,0,0,0,0
1755031921535620397,6.30785,0,0,0,0,0,0
1755031921560601555,6.30785,0,0,0,0,0,0
1755031921585554767,6.30785,0,0,0,0,0,0
1755031921610649814,6.30785,0,0,0,0,0,0
1755031921635673008,6.30785,0,0,0,0,0,0
1755031921660611887,6.30785,0,0,0,0,0,0
1755031921685575193,6.30785,0,0,0,0,0,0
1755031921710978832,6.30785,0,0,0,0,0,0
1755031921735737581,6.30785,0,0,0,0,0,0
1755031921760630053,6.30785,0,0,0,0,0,0
1755031921785544377,6.30785,0,0,0,0,0,0
1755031921810761701,6.30785,0,0,0,0,0,0
1755031921835685044,6.30785,0,0,0,0,0,0
1755031921860581534,6.30785,0,0,0,0,0,0
1755031921885580136,6.30785,0,0,0,0,0,0
1755031921910811108,6.30785,0,0,0,0,0,0
1755031921935676469,6.30785,0,0,0,0,0,0
1755031921960601922,6.30785,0,0,0,0,0,0
1755031921985572690,6.30785,0,0,0,0,0,0
1755031922010593366,6.30785,0,0,0,0,0,0
1755031922035681468,6.30785,-0.00195312,0,0,0,0,0
1755031922060759922,6.30785,-0.00195312,0,0,0,0,0
1755031922085583986,6.30785,-0.00195312,0,0,0,0,0
1755031922110690051,6.30777,0.00195312,0,0.01043,0,3.99875,3
1755031922135537226,6.30801,0.0332031,0.181618,1.99388,1.88097,3.90602,10
1755031922160490124,6.31244,0.8125,0.261584,6.01636,2.46605,3.59943,10
1755031922185609374,6.32846,3.10352,-0.149734,4.20906,2.5046,3.02496,10
1755031922210485828,6.2954,5.89648,-0.00722895,0.341178,1.49173,1.49919,10
1755031922235500763,0.360006,7.41016,-0.103643,0.731181,1.05648,1.09092,10
1755031922260674439,0.513789,8.32812,-0.0960857,1.35887,0.146522,0.1731,10
1755031922285501522,0.80226,9.28516,-0.0532652,0.396249,-0.164003,-0.427687,10
1755031922310566494,0.99455,10.2715,-0.0827614,-0.501207,-0.670494,-1.40941,10
1755031922335577447,1.21783,10.6074,-0.0982534,-2.63366,-1.73991,-1.79509,10
