timestamp,IMU_pitch,IMU_pitch_rate,motor_pos,motor_vel,motor_trq,motor_drv_mode
1754063361406820869,0,0,0,0,0,0
1754063361431649351,0,0,0,0,0,0
1754063361457241333,0,0,0,0,0,0
1754063361481888666,0,0,0,0,0,0
1754063361506977463,0,0,0,0,0,0
1754063361531864315,0,0,0,0,0,0
1754063361556790260,0,0,0,0,0,0
1754063361581848167,0,0,0,0,0,0
1754063361606979853,0,0,0,0,0,0
1754063361631867871,0,0,0,0,0,0
1754063361656955705,0,0,0,0,0,0
1754063361681679057,0,0,0,0,0,0
1754063361706753039,0,0,0,0,0,0
1754063361732284816,0,0,0,0,0,0
1754063361756951298,0,0,0,0,0,0
1754063361782223780,0,0,0,0,0,0
1754063361807003891,0,0,0,0,0,0
1754063361831804244,0,0,0,0,0,0
1754063361856834244,0,0,0,0,0,0
1754063361882428336,0,0,0,0,0,0
1754063361906848300,0,0,0,0,0,0
1754063361932241615,0,0,0,0,0,0
1754063361956733763,0,0,0,0,0,0
1754063361981860412,0,0,0,0,0,0
1754063362006926356,0,0,0,0,0,0
1754063362032143190,0,0,0,0,0,0
1754063362057066190,0,0,0,0,0,0
1754063362081747413,0,0,0,0,0,0
1754063362106854413,0,0,0,0,0,0
1754063362132004098,0,0,0,0,0,0
1754063362156933320,0,0,0,0,0,0
1754063362181873673,0,0,0,0,0,0
1754063362206710488,0,0,0,0,0,0
1754063362231798840,0,0,0,0,0,0
1754063362256855673,0,0,0,0,0,0
1754063362281855451,0,0,0,0,0,0
1754063362306848507,0,0,0,0,0,0
1754063362332083229,0,0,0,0,0,0
1754063362356770822,0,0,0,0,0,0
1754063362382479081,0,0,0,0,0,0
1754063362406799508,0,0,0,0,0,0
1754063362431905101,0,0,0,0,0,0
1754063362457200897,0,0,0,0,0,0
1754063362481730009,0,0,0,0,0,0
1754063362506900638,0,0,0,0,0,0
1754063362531852416,0,0,0,0,0,0
1754063362556835305,0,0,0,0,0,0
1754063362581886843,0,0,0,0,0,0
1754063362606742324,0,0,0,0,0,0
1754063362631910602,0,0,0,0,0,0
1754063362656996380,0,0,0,0,0,0
1754063362682251862,0,0,0,0,0,0
1754063362707500214,0,0,0,0,0,0
1754063362731700214,0,0,0,0,0,0
1754063362756822789,0,0,0,0,0,0
1754063362781978511,0,0,0,0,0,0
1754063362806886085,0,0,0,0,0,0
1754063362832137752,0,0,0,0,0,0
1754063362857475919,0,0,0,0,0,0
1754063362881844475,0,0,0,0,0,0
1754063362907007567,0,0,0,0,0,0
1754063362932604715,0,0,0,0,0,0
1754063362956895568,0,0,0,0,0,0
1754063362982352105,0,0,0,0,0,0
1754063363006872717,0,0,0,0,0,0
1754063363031855624,0,0,0,0,0,0
1754063363056923513,0,0,0,0,0,0
1754063363081942773,0,0,0,0,0,0
1754063363107181032,0,0,0,0,0,0
1754063363131857625,0,0,0,0,0,0
1754063363156858588,0,0,0,0,0,0
1754063363182045570,0,0,0,0,0,0
1754063363206893588,0,0,0,0,0,0
1754063363231958792,0,0,0,0,0,0
1754063363256951570,0,0,0,0,0,0
1754063363282469941,0,0,0,0,0,0
1754063363306919608,0,0,0,0,0,0
1754063363332913700,0,0,0,0,0,0
1754063363356905534,0,0,0,0,0,0
1754063363381805683,0,0,0,0,0,0
1754063363406842257,0,0,0,0,0,0
1754063363431850794,0,0,0,0,0,0
1754063363456915053,0,0,0,0,0,0
1754063363482156924,0,0,0,0,0,0
1754063363507568942,0,0,0,0,0,0
1754063363531720128,0,0,0,0,0,0
1754063363557360276,0,0,0,0,0,0
1754063363583038498,0,0,0,0,0,0
1754063363607480628,0,0,0,0,0,0
1754063363632283425,0,0,0,0,0,0
1754063363656769981,0,0,0,0,0,0
1754063363681838074,0,0,0,0,0,0
1754063363707098963,0,0,0,0,0,0
1754063363731942407,0,0,0,0,0,0
1754063363757027019,0,0,0,0,0,0
1754063363781718704,0,0,0,0,0,0
1754063363806834649,0,0,0,0,0,0
1754063363832487000,0,0,0,0,0,0
1754063363857877593,0,0,0,0,0,0
1754063363881956483,0,0,0,0,0,0
1754063363907103038,0,0,0,0,0,0
1754063363931906687,0,0,0,0,0,0
1754063363957011817,0,0,0,0,0,0
1754063363983772741,0,0,0,0,0,0
1754063364008015057,0,0,0,0,0,0
1754063364032068762,0,0,0,0,0,0
1754063364056755966,0,0,1626.11,0.00154433,0,2
1754063364081876984,0,0,1626.11,0.00154433,0,2
1754063364108239928,0,0,1626.11,0.00154433,0,2
1754063364133314169,0,0,1626.11,0.00154433,0,2
1754063364157337577,0,0,1626.11,0.00154433,0,2
1754063364182017559,0,0.00195312,1626.31,4.70426,0.328822,10
1754063364206836356,0.0246267,0.0078125,1626.49,8.39868,0.338407,10
1754063364231889726,0.0246267,-0.00585938,1626.65,9.43653,0.0530771,10
1754063364257476596,0.0246267,-0.00976562,1626.95,9.52372,0.0496797,10
1754063364282683226,0.0246267,-0.00195312,1627.12,10.5791,0.0580528,10
1754063364306955801,0.0246267,0.00976562,1627.49,10.9158,0.0673253,10
1754063364331908393,0.0246267,0.00195312,1627.68,11.45,0.076533,10
1754063364356963894,0.0246267,0.00195312,1628.05,11.9413,0.0343237,10
1754063364381975172,0.0246267,0.00195312,1628.26,12.9487,0.112621,10
1754063364407237820,0.0246267,0.00390625,1628.69,13.2184,0.0515406,10
1754063364431783246,0.0246267,-0.00390625,1628.95,13.9439,0.0417955,10
1754063364456910320,0.025396,0.0078125,1629.37,14.3285,0.0923859,10
1754063364482060765,0.025396,0.00585938,1629.64,14.7731,0.0579735,10
1754063364507027635,0.0253963,-0.00585938,1630.11,15.3962,0.0422455,10
1754063364531907284,0.0253963,0.00390625,1630.39,16.3434,0.0773942,10
1754063364556977043,0.0246267,0.03125,1630.99,16.2629,0.0649402,10
1754063364581789710,0.0253963,0.0410156,1631.26,17.1156,0.0390885,10
1754063364608037080,0.0253963,0.0722656,1631.91,17.4156,0.0455512,10
1754063364632449617,0.0269344,0.117188,1632.24,18.2451,0.0623899,10
1754063364658096006,0.0315489,0.138672,1632.6,18.9415,0.0772886,10
1754063364682620692,0.0315489,0.169922,1633.29,19.5949,0.0462546,10
1754063364706730267,0.0384976,0.193359,1633.63,20.0916,0.0938521,10
1754063364731955322,0.0384976,0.228516,1634.01,20.622,0.0688597,10
1754063364756879137,0.0500299,0.230469,1634.76,20.7067,0.0165167,10
1754063364781833360,0.0500299,0.240234,1635.13,21.1514,0.122975,10
1754063364807588248,0.0500299,0.232422,1635.53,21.2185,0.0869308,10
1754063364831892768,0.063132,0.230469,1636.38,22.0977,0.0804178,10
1754063364856997638,0.070862,0.199219,1636.78,21.8745,0.0633608,10
1754063364881911046,0.070862,0.191406,1637.18,22.7546,0.0989149,10
1754063364907034212,0.0808954,0.183594,1637.91,22.0527,0.0134833,10
1754063364932202212,0.0870299,0.203125,1638.71,22.6431,0.0024014,10
1754063364956788824,0.0870299,0.199219,1639.12,22.4854,0.0437389,10
1754063364981977380,0.0978977,0.203125,1639.51,22.4031,0.0297165,10
1754063365007379380,0.0978977,0.208984,1640.28,22.8684,0.0523105,10
1754063365031903639,0.102647,0.199219,1640.68,22.0889,0.0284692,10
1754063365057244195,0.106014,0.203125,1641.43,22.7317,0.0544391,10
1754063365081783232,0.111349,0.208984,1641.81,22.3063,0.0564525,10
1754063365106955195,0.116032,0.234375,1642.58,22.7155,0.076258,10
1754063365132109640,0.120099,0.203125,1642.98,21.5957,0.0491435,10
1754063365156928214,0.125326,0.15625,1643.36,21.7057,0.0201283,10
1754063365182114492,0.128396,0.138672,1644.17,21.6981,0.0160628,10
1754063365206837715,0.130751,0.107422,1644.54,21.9259,0.000248172,10
1754063365231878233,0.133739,0.109375,1645.35,21.3703,0.0248599,10
1754063365256961567,0.136402,0.119141,1645.7,21.0581,0.0325152,10
1754063365282000289,0.139602,0.132812,1646.41,20.6266,-0.00644002,10
1754063365306954289,0.142033,0.123047,1646.75,20.1843,0.0111186,10
1754063365333071474,0.145094,0.115234,1647.15,20.0536,-0.00323313,10
1754063365356897642,0.148305,0.111328,1647.51,20.0552,-0.00323313,10
1754063365382057753,0.15054,0.121094,1647.51,20.0552,-0.00323313,10
1754063365407172605,0.152813,0.123047,1648.65,19.0525,-0.000278789,10
1754063365432580586,0.156501,0.140625,1648.65,19.0525,-0.000278789,10
1754063365457325086,0.159351,0.126953,1648.65,19.0525,-0.000278789,10
1754063365481797605,0.162104,0.130859,1648.65,19.0525,-0.000278789,10
1754063365507089124,0.16531,0.117188,1650.44,17.1684,-0.00162208,10
1754063365532032772,0.168368,0.126953,1650.44,17.1684,-0.00162208,10
