timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,motor_drv_mode
1755028705478586320,0,0,0,0,0,0,0
1755028705502721124,0,0,0,0,0,0,0
1755028705528089234,0,0,0,0,0,0,0
1755028705553038471,0,0,0,0,0,0,0
1755028705577844984,0,0,0,0,0,0,0
1755028705602895536,0,0,0,0,0,0,0
1755028705628569279,0,0,0,0,0,0,0
1755028705653204716,0,0,0,0,0,0,0
1755028705678249676,0,0,0,0,0,0,0
1755028705702953170,0,0,0,0,0,0,0
1755028705728135316,0,0,0,0,0,0,0
1755028705753412944,0,0,0,0,0,0,0
1755028705778122715,0,0,0,0,0,0,0
1755028705803332195,0,0,0,0,0,0,0
1755028705828523378,0,0,0,0,0,0,0
1755028705852976814,0,0,0,0,0,0,0
1755028705877967421,0,0,0,0,0,0,0
1755028705902935676,0,0,0,0,0,0,0
1755028705928075600,0,0,0,0,0,0,0
1755028705952869428,0,0,0,0,0,0,0
1755028705978675505,0,0,0,0,0,0,0
1755028706003023903,0,0,0,0,0,0,0
1755028706027844635,0,0,0,0,0,0,0
1755028706053483615,0,0,0,0,0,0,0
1755028706078131012,0,0,0,0,0,0,0
1755028706103481008,0,0,0,0,0,0,0
1755028706128118943,0,0,0,0,0,0,0
1755028706153185899,0,0,0,0,0,0,0
1755028706178072650,0,0,0,0,0,0,0
1755028706203009606,0,0,0,0,0,0,0
1755028706228148804,0,0,0,0,0,0,0
1755028706253117685,0,0,0,0,0,0,0
1755028706278101511,0,0,0,0,0,0,0
1755028706303174690,0,0,0,0,0,0,0
1755028706327980015,0,0,0,0,0,0,0
1755028706352820117,0,0,0,0,0,0,0
1755028706377914704,0,0,0,0,0,0,0
1755028706402842604,0,0,0,0,0,0,0
1755028706427928820,0,0,0,0,0,0,0
1755028706452921757,0,0,0,0,0,0,0
1755028706478035492,0,0,0,0,0,0,0
1755028706503006836,0,0,0,0,0,0,0
1755028706527891384,0,0,0,0,0,0,0
1755028706553068193,0,0,0,0,0,0,0
1755028706577963648,0,0.00195312,0,0,0,0,0
1755028706602866640,3.14844,0.00390625,0,0,0,0,0
1755028706628023542,3.14853,0.00585938,0,0,0,0,0
1755028706653000757,3.14853,-0.00390625,0,0,0,0,0
1755028706678048935,3.14854,0.00195312,0,0,0,0,0
1755028706703051373,3.14861,0.00585938,0,0,0,0,0
1755028706728060458,3.14861,-0.00195312,0,0,0,0,0
1755028706753119822,3.14871,0.00195312,0,0,0,0,0
1755028706778394262,3.14871,-0.00195312,0,0,0,0,0
1755028706803067993,3.1488,0.00585938,0,0,0,0,0
1755028706828093893,3.14889,0.00195312,0,0,0,0,0
1755028706853152517,3.14889,0.00195312,0,0,0,0,0
1755028706879500558,3.14898,0,0,0,0,0,0
1755028706902960612,3.14906,0,0,0,0,0,0
1755028706927986753,3.14906,0.00585938,0,0,0,0,0
1755028706953184340,3.14915,0,0,0,0,0,0
1755028706978675134,3.14915,-0.00390625,0,0,0,0,0
1755028707002911287,3.14915,0.00585938,0,0,0,0,0
1755028707028114427,3.14923,0.00585938,0,0,0,0,0
1755028707053250899,3.14941,0,0,0,0,0,0
1755028707079299787,3.1494,-0.00585938,0,0,0,0,0
1755028707102956154,3.14932,0,0,0,0,0,0
1755028707128149757,3.14932,0.00195312,0,0,0,0,0
1755028707152858985,3.14932,0,0,0,0,0,0
1755028707177932253,3.14941,0,0,0,0,0,0
1755028707203225319,3.14941,0.00390625,0,0,0,0,0
1755028707227894362,3.14949,0.00585938,0,0,0,0,0
1755028707252971074,3.14958,0,0,0,0,0,0
1755028707277971712,3.14958,0,0,0,0,0,0
1755028707304025970,3.14958,0.00195312,0,0,0,0,0
1755028707328288028,3.14967,0.00390625,0,0,0,0,0
1755028707353286277,3.14967,0.00195312,0,0,0,0,0
1755028707378461824,3.14966,0.0078125,0,0,0,0,0
1755028707403298886,3.14985,0.00390625,0,0,0,0,0
1755028707428157023,3.14977,-0.00195312,0,0,0,0,0
1755028707453248421,3.14977,-0.00585938,0,0,0,0,0
1755028707478002631,3.14985,0.00585938,0,0,0,0,0
1755028707503346512,3.14985,0,0,0,0,0,0
1755028707529377381,3.14994,0,0,0,0,0,0
1755028707554321000,3.14994,0.00390625,0,0,0,0,0
1755028707584125346,3.15003,0.00585938,0,0,0,0,0
1755028707605926660,3.15003,0,0,0,0,0,0
1755028707627829031,3.15003,0.00585938,0,0,0,0,0
1755028707652823632,3.1502,0.00195312,0,0,0,0,0
1755028707677924437,3.15012,0,0,0,0,0,0
1755028707702983150,3.15021,0.00195312,0,0,0,0,0
1755028707727949787,3.15038,0.00390625,0,0,0,0,0
1755028707752869554,3.15047,0.00390625,0,0,0,0,0
1755028707777838340,3.15056,0.00390625,0,0,0,0,0
1755028707802960590,3.15047,0.00585938,0,0,0,0,0
1755028707827907450,3.15064,0,0,0,0,0,0
1755028707852910495,3.15064,-0.00390625,0,0,0,0,0
1755028707877894855,3.15064,0.00585938,0,0,0,0,0
1755028707903023809,3.15073,0.00195312,0,0,0,0,0
1755028707928025817,3.15073,0.00585938,0,0,0,0,0
1755028707953079308,3.15082,0.00390625,0,0,0,0,0
1755028707977867685,3.15091,0.00390625,0,0,0,0,0
1755028708002863711,3.15099,0.00195312,0,0,0,0,0
1755028708027824476,3.15091,0.00195312,0,0,0,0,0
1755028708052835055,3.151,0.00195312,0,0,0,0,0
1755028708077840690,3.15109,0.00390625,0,0,0,0,0
1755028708103502886,3.15109,0.00195312,0,0,0,0,0
1755028708127844886,3.15117,0.00195312,0,0,0,0,0
1755028708152829854,3.15117,0.00390625,0,0,0,0,0
1755028708177794988,3.15126,0,0,0,0,0,0
1755028708202791716,3.15126,0.0078125,0,0,0,0,0
1755028708227789517,3.15126,0.00390625,0,0,0,0,0
1755028708252799208,3.15134,0.00390625,0,0,0,0,0
1755028708277818306,3.15135,0.00390625,0,0,0,0,0
1755028708304138692,3.15143,-0.00585938,0,0,0,0,0
1755028708327788057,3.15143,0,0,0,0,0,0
1755028708352802006,3.15143,0,0,0,0,0,0
1755028708377816530,3.15143,0,0,0,0,0,0
1755028708402742887,3.15143,0,0.142388,-0.0212334,-1.48789,-4.4245,10
1755028708427722910,3.15143,0,0.105045,-3.42558,-2.34077,-4.18895,10
1755028708452692675,3.13898,-2.03125,-0.0242129,-1.63528,-2.7861,-3.76539,10
1755028708477730773,3.03712,-4.70117,-0.0347992,0.179848,-1.93771,-2.66157,10
1755028708503391635,2.92486,-5.85156,-0.120602,-2.92938,-2.00936,-2.20682,10
1755028708527700709,2.80182,-6.98047,-0.141423,-2.06508,-2.03851,-1.21245,10
1755028708552720473,2.62139,-7.6875,-0.169444,-0.23635,-0.513995,-0.914246,10
1755028708577721145,2.40539,-7.25781,-0.164567,-1.06021,-0.677478,-0.628762,10
1755028708602702576,2.2487,-6.55469,-0.212243,-1.58498,-0.676716,-0.551714,10
1755028708627698804,2.0887,-6.15039,-0.234624,-0.226062,-0.477367,-0.323019,10
1755028708652688401,1.9379,-5.2793,-0.247421,0.0019393,-0.416162,-0.235018,10
1755028708677693166,1.79888,-4.08984,-0.271979,-0.815144,-0.570743,-0.395629,10
1755028708706165626,1.76177,-2.97461,-0.288972,-0.315211,-0.728745,-0.679574,10
1755028708727787974,1.67707,-2.22852,-0.300985,-0.0391343,-0.721087,-0.720625,10
1755028708753107537,1.62427,-1.57031,-0.294541,-0.0447701,-0.927326,-0.815251,10
1755028708777722076,1.59917,-0.923828,-0.304241,-0.128714,-0.938286,-1.04472,10
1755028708802749748,1.5848,-0.507812,-0.307822,0.27172,-1.13235,-1.09066,10
1755028708827830587,1.5772,0.0410156,-0.300598,-0.0623568,-1.21945,-1.22537,10
1755028708852987705,1.58368,0.333984,-0.301598,-0.136587,-1.33005,-1.33967,10
1755028708877937969,1.59024,0.34375,-0.304468,-0.00537494,-1.27113,-1.34498,10
1755028708902909659,1.59978,0.285156,-0.304653,-0.0711823,-1.29777,-1.34467,10
1755028708928295483,1.60743,0.189453,-0.307093,0.138511,-1.34235,-1.33569,10
