timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,mot_drv_mode
1755108673943267345,0,0,0,0,0,0,0
1755108673967620725,0,0,0,0,0,0,0
1755108673993118031,0,0,0,0,0,0,0
1755108674017883818,0,0,0,0,0,0,0
1755108674043000105,0,0,0,0,0,0,0
1755108674067902651,0,0,0,0,0,0,0
1755108674092631197,0,0,0,0,0,0,0
1755108674117733466,0,0,0,0,0,0,0
1755108674142845160,0,0,0,0,0,0,0
1755108674167863373,0,0,0,0,0,0,0
1755108674192651975,0,0,0,0,0,0,0
1755108674217918150,0,0,0,0,0,0,0
1755108674242662530,0,0,0,0,0,0,0
1755108674267705409,0,0,0,0,0,0,0
1755108674292719548,0,0,0,0,0,0,0
1755108674317819817,0,0,0,0,0,0,0
1755108674342787863,0,0,0,0,0,0,0
1755108674368962760,0,0,0,0,0,0,0
1755108674392785289,0,0,0,0,0,0,0
1755108674417644853,0,0,0,0,0,0,0
1755108674442545696,0,0,0,0,0,0,0
1755108674467799872,0,0,0,0,0,0,0
1755108674492721362,0,0,0,0,0,0,0
1755108674517744686,0,0,0,0,0,0,0
1755108674542647232,0,0,0,0,0,0,0
1755108674568157852,0,0,0,0,0,0,0
1755108674593851861,0,0,0,0,0,0,0
1755108674617652093,0,0,0,0,0,0,0
1755108674643805380,0,0,0,0,0,0,0
1755108674668060463,0,0,0,0,0,0,0
1755108674692542787,0,0,0,0,0,0,0
1755108674717840389,0,0,0,0,0,0,0
1755108674743074287,0,0,0,0,0,0,0
1755108674767760259,0,0,0,0,0,0,0
1755108674792626972,0,0,0,0,0,0,0
1755108674817754648,0,0,0,0,0,0,0
1755108674843055620,0,0,0,0,0,0,0
1755108674867604999,0,0,0,0,0,0,0
1755108674892701138,0,0,0,0,0,0,0
1755108674917994166,0,0,0,0,0,0,0
1755108674943055693,0,0,0,0,0,0,0
1755108674967696166,0,0,0,0,0,0,0
1755108674993276415,0,0,0,0,0,0,0
1755108675017662277,0,0,0,0,0,0,0
1755108675042611082,0,0.00976562,0,0,0,0,0
1755108675068382628,3.10536,-0.00195312,0,0,0,0,0
1755108675092992137,3.10536,0.00195312,0,0,0,0,0
1755108675117812646,3.10536,-0.00585938,0,0,0,0,0
1755108675144217210,3.10536,0,0,0,0,0,0
1755108675167850830,3.10536,0.00390625,0,0,0,0,0
1755108675193992654,3.10536,0.00195312,0,0,0,0,0
1755108675217715904,3.10536,0.00585938,0,0,0,0,0
1755108675242567024,3.10536,0.00195312,0,0,0,0,0
1755108675267862292,3.10544,0,0,0,0,0,0
1755108675292792597,3.10552,0.00195312,0,0,0,0,0
1755108675317900014,3.10552,-0.00195312,0,0,0,0,0
1755108675342584023,3.10552,0.00195312,0,0,0,0,0
1755108675368179828,3.10552,0.00195312,0,0,0,0,0
1755108675392777263,3.10551,-0.00390625,0,0,0,0,0
1755108675417772642,3.10552,0.00195312,0,0,0,0,0
1755108675442886948,3.10568,0.00195312,0,0,0,0,0
1755108675468788123,3.10568,-0.00390625,0,0,0,0,0
1755108675493145947,3.10566,0.00195312,0,0,0,0,0
1755108675517650697,3.10574,0.00390625,0,0,0,0,0
1755108675542567409,3.10577,0.00390625,0,0,0,0,0
1755108675567649011,3.10593,0.00195312,0,0,0,0,0
1755108675594931019,3.10593,0.00195312,0,0,0,0,0
1755108675618546862,3.10577,0.00390625,0,0,0,0,0
1755108675642743519,3.10586,0.00585938,0,0,0,0,0
1755108675667847065,3.10586,0,0,0,0,0,0
1755108675692552574,3.10586,0,0,0,0,0,0
1755108675718506250,3.10592,0,0,0,0,0,0
1755108675743704073,3.10592,0.00585938,0,0,0,0,0
1755108675769058619,3.10602,0,0,0,0,0,0
1755108675793487147,3.10608,0.00390625,0,0,0,0,0
1755108675819892415,3.10615,0.00195312,0,0,0,0,0
1755108675844125146,3.10624,0.00195312,0,0,0,0,0
