timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,motor_drv_mode
1755028670116981162,0,0,0,0,0,0,0
1755028670141827351,0,0,0,0,0,0,0
1755028670167914061,0,0,0,0,0,0,0
1755028670194672617,0,0,0,0,0,0,0
1755028670217689792,0,0,0,0,0,0,0
1755028670241841136,0,0,0,0,0,0,0
1755028670267017238,0,0,0,0,0,0,0
1755028670292980890,0,0,0,0,0,0,0
1755028670318628649,0,0,0,0,0,0,0
1755028670342255113,0,0,0,0,0,0,0
1755028670367048523,0,0,0,0,0,0,0
1755028670392190606,0,0,0,0,0,0,0
1755028670416930626,0,0,0,0,0,0,0
1755028670442108784,0,0,0,0,0,0,0
1755028670466826989,0,0,0,0,0,0,0
1755028670491845088,0,0,0,0,0,0,0
1755028670517000190,0,0,0,0,0,0,0
1755028670542064215,0,0,0,0,0,0,0
1755028670568966014,0,0,0,0,0,0,0
1755028670593850389,0,0,0,0,0,0,0
1755028670616804971,0,0,0,0,0,0,0
1755028670642393357,0,0,0,0,0,0,0
1755028670666720889,0,0,0,0,0,0,0
1755028670693777394,0,0,0,0,0,0,0
1755028670717182465,0,0,0,0,0,0,0
1755028670741857151,0,0,0,0,0,0,0
1755028670767024772,0,0,0,0,0,0,0
1755028670792125761,0,0,0,0,0,0,0
1755028670817025321,0,0,0,0,0,0,0
1755028670841767897,0,0,0,0,0,0,0
1755028670868989683,0,0,0,0,0,0,0
1755028670891783558,0,0,0,0,0,0,0
1755028670917138867,0,0,0,0,0,0,0
1755028670941932722,0,0,0,0,0,0,0
1755028670966801503,0,0,0,0,0,0,0
1755028670994317961,0,0,0,0,0,0,0
1755028671017103201,0,0,0,0,0,0,0
1755028671041781841,0,0,0,0,0,0,0
1755028671066849986,0,0,0,0,0,0,0
1755028671091896428,0,0,0,0,0,0,0
1755028671117186781,0,0,0,0,0,0,0
1755028671141787122,0,0,0,0,0,0,0
1755028671166841768,0,0,0,0,0,0,0
1755028671191779245,0,0,0,0,0,0,0
1755028671216729759,0,0,0,0,0,0,0
