timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,motor_drv_mode
1755028800004073564,0,0,0,0,0,0,0
1755028800028796949,0,0,0,0,0,0,0
1755028800053860835,0,0,0,0,0,0,0
1755028800079315406,0,0,0,0,0,0,0
1755028800103927700,0,0,0,0,0,0,0
1755028800128938363,0,0,0,0,0,0,0
1755028800154156564,0,0,0,0,0,0,0
1755028800180144246,0,0,0,0,0,0,0
1755028800203924058,0,0,0,0,0,0,0
1755028800229029110,0,0,0,0,0,0,0
1755028800254135793,0,0,0,0,0,0,0
1755028800280309234,0,0,0,0,0,0,0
1755028800303963564,0,0,0,0,0,0,0
1755028800328783265,0,0,0,0,0,0,0
1755028800353867447,0,0,0,0,0,0,0
1755028800378828278,0,0,0,0,0,0,0
1755028800404096274,0,0,0,0,0,0,0
1755028800429070494,0,0,0,0,0,0,0
1755028800453939509,0,0,0,0,0,0,0
1755028800478812821,0,0,0,0,0,0,0
1755028800503892448,0,0,0,0,0,0,0
1755028800529199889,0,0,0,0,0,0,0
1755028800554223127,0,0,0,0,0,0,0
1755028800578939327,0,0,0,0,0,0,0
1755028800603855287,0,0,0,0,0,0,0
1755028800629033321,0,0,0,0,0,0,0
1755028800653946541,0,0,0,0,0,0,0
1755028800678965241,0,0,0,0,0,0,0
1755028800705923886,0,0,0,0,0,0,0
1755028800728865754,0,0,0,0,0,0,0
1755028800753841695,0,0,0,0,0,0,0
1755028800778802655,0,0,0,0,0,0,0
1755028800803973615,0,0,0,0,0,0,0
1755028800828934334,0,0,0,0,0,0,0
1755028800853883905,0,0,0,0,0,0,0
1755028800878817069,0,0,0,0,0,0,0
1755028800903859288,0,0,0,0,0,0,0
1755028800929098248,0,0,0,0,0,0,0
1755028800954020967,0,0,0,0,0,0,0
1755028800978971446,0,0,0,0,0,0,0
1755028801003931184,0,0,0,0,0,0,0
1755028801029174423,0,0,0,0,0,0,0
1755028801053981921,0,0,0,0,0,0,0
1755028801078937568,0,0,0,0,0,0,0
1755028801103965455,0,-0.00195312,0,0,0,0,0
1755028801128914028,3.18725,0.00390625,0,0,0,0,0
1755028801154004119,3.18725,0,0,0,0,0,0
1755028801178903765,3.18734,0.0117188,0,0,0,0,0
1755028801204565671,3.18743,-0.00195312,0,0,0,0,0
1755028801229136725,3.18751,0.00390625,0,0,0,0,0
1755028801253840353,3.18751,-0.00195312,0,0,0,0,0
1755028801278876759,3.18751,0.00976562,0,0,0,0,0
1755028801305702147,3.18751,0.00390625,0,0,0,0,0
1755028801329004590,3.1876,0,0,0,0,0,0
1755028801353856699,3.1876,0,0,0,0,0,0
1755028801378838642,3.18768,0.00585938,0,0,0,0,0
1755028801404013363,3.18777,0.00390625,0,0,0,0,0
1755028801428948750,3.18777,0.00390625,0,0,0,0,0
1755028801453851582,3.18786,0,0,0,0,0,0
1755028801478923673,3.18786,0.00390625,0,0,0,0,0
1755028801503878431,3.18794,0.00390625,0,0,0,0,0
