timestamp,IMU_pitch,IMU_pitch_rate,motor_pos,motor_vel,motor_trq,motor_drv_mode
1754431684194677273,0,0,0,0,0,0
1754431684229850524,0,0,0,0,0,0
1754431684263472864,0,0,0,0,0,0
1754431684298910708,0,0,0,0,0,0
1754431684332703567,0,0,0,0,0,0
1754431684368015744,0,0,0,0,0,0
1754431684401730696,0,0,0,0,0,0
1754431684437037688,0,0,0,0,0,0
1754431684470687639,0,0,0,0,0,0
1754431684505939112,0,0,0,0,0,0
1754431684539805490,0,0,0,0,0,0
1754431684575429390,0,0,0,0,0,0
1754431684609106471,0,0,0,0,0,0
1754431684644567593,0,0,0,0,0,0
1754431684679832659,0,0,0,0,0,0
1754431684713481962,0,0,0,0,0,0
1754431684749085343,0,0,0,0,0,0
1754431684782772332,0,0,0,0,0,0
1754431684818078657,0,0,0,0,0,0
1754431684851751812,0,0,0,0,0,0
1754431684887082249,0,0,0,0,0,0
1754431684920948552,0,0,0,0,0,0
1754431684956273489,0,0,0,0,0,0
1754431684990012014,0,0,0,0,0,0
1754431685025292525,0,0,0,0,0,0
1754431685045518155,0,0,0,0,0,0
1754431685067067195,0,0,0,0,0,0
1754431685086883639,0,0,0,0,0,0
1754431685108298661,0,0,0,0,0,0
1754431685130587925,0,0,0,0,0,0
1754431685155784194,0,0,0,0,0,0
1754431685180815518,0,0,0,0,0,0
1754431685205697139,0,0,0,0,0,0
1754431685230720111,0,0,0,0,0,0
1754431685255738787,0,0,0,0,0,0
1754431685280719112,0,0,0,0,0,0
1754431685306168678,0,0,0,0,0,0
1754431685331203724,3.03755,0.00390625,0,0,0,0
1754431685356219493,3.03762,0.00195312,0,0,0,0
1754431685381136577,3.03767,0.00195312,0,0,0,0
1754431685405969271,3.03767,0.00390625,0,0,0,0
1754431685430914114,3.03767,-0.00390625,0,0,0,0
1754431685455897994,3.03764,0.00585938,0,0,0,0
1754431685481067615,3.03776,0.00195312,0,0,0,0
1754431685505913328,3.03781,0.00195312,0,0,0,0
1754431685530917300,3.03793,0.0078125,0,0,0,0
1754431685556034977,3.03786,0,0,0,0,0
1754431685580923819,3.0379,0,0,0,0,0
1754431685605860940,3.0379,0.00195312,0,0,0,0
1754431685630786449,3.03804,-0.00195312,0,0,0,0
1754431685655800440,3.0379,0,0,0,0,0
1754431685680782857,3.03814,0.00585938,0,0,0,0
1754431685705791867,3.03814,0,0,0,0,0
1754431685730926284,3.03819,0.00390625,0,0,0,0
1754431685755996979,3.03819,0,0,0,0,0
1754431685780854081,3.03819,-0.00585938,0,0,0,0
1754431685806848777,3.03811,0,0,0,0,0
1754431685833602438,3.03811,0.00195312,0,0,0,0
1754431685856063017,3.03814,0.00195312,0,0,0,0
1754431685881048601,3.03814,0.00195312,0,0,0,0
1754431685906095259,3.03821,-0.00195312,0,0,0,0
1754431685930927305,3.03821,0.00195312,0,0,0,0
1754431685956243500,3.03829,-0.00195312,0,0,0,0
1754431685981570751,3.03833,-0.00195312,0,0,0,0
1754431686006216945,3.03842,0.00195312,0,0,0,0
1754431686031349548,3.03845,0,0,0,0,0
1754431686056040038,3.03838,0.00195312,0,0,0,0
1754431686080864047,3.03842,0,0,0,0,0
1754431686105977298,3.03842,0,0,0,0,0
1754431686130739288,3.03842,-0.00195312,0,0,0,0
1754431686155999150,3.03845,-0.00195312,0,0,0,0
1754431686180966845,3.03845,0,0,0,0,0
1754431686205971688,3.03841,0.00390625,0,0,0,0
1754431686230901938,3.03845,0.00195312,0,0,0,0
1754431686255967911,3.03859,0,0,0,0,0
1754431686280823938,3.03852,0.00195312,0,0,0,0
1754431686306212967,3.03855,0.00390625,0,0,0,0
1754431686330934847,3.03871,0,0,0,0,0
1754431686356980617,3.03871,0.00195312,0,0,0,0
1754431686380953181,3.03871,0,0,0,0,0
