timestamp,IMU_pitch,IMU_pitch_rate,motor_pos,motor_vel,motor_trq,motor_cmd_trq,motor_drv_mode
1754604206993988965,0,0,0,0,0,0,0
1754604207018798801,0,0,0,0,0,0,0
1754604207044023710,0,0,0,0,0,0,0
1754604207068851879,0,0,0,0,0,0,0
1754604207093663066,0,0,0,0,0,0,0
1754604207118721790,0,0,0,0,0,0,0
1754604207143636885,0,0,0,0,0,0,0
1754604207168703331,0,0,0,0,0,0,0
1754604207193735185,0,0,0,0,0,0,0
1754604207218662761,0,0,0,0,0,0,0
1754604207243807060,0,0,0,0,0,0,0
1754604207268743358,0,0,0,0,0,0,0
1754604207293814230,0,0,0,0,0,0,0
1754604207318744677,0,0,0,0,0,0,0
1754604207343626234,0,0,0,0,0,0,0
1754604207368741829,0,0,0,0,0,0,0
1754604207393730701,0,0,0,0,0,0,0
1754604207418642426,0,0,0,0,0,0,0
1754604207443877595,0,0,0,0,0,0,0
1754604207468785930,0,0,0,0,0,0,0
1754604207493626709,0,0,0,0,0,0,0
1754604207518754582,0,0,0,0,0,0,0
1754604207543740973,0,0,0,0,0,0,0
1754604207568694475,0,0,0,0,0,0,0
1754604207593677033,0,0,0,0,0,0,0
1754604207618617960,0,0,0,0,0,0,0
1754604207643738277,0,0,0,0,0,0,0
1754604207668926280,0,0,0,0,0,0,0
1754604207693614967,0,0,0,0,0,0,0
1754604207718686321,0,0,0,0,0,0,0
1754604207743772971,0,0,0,0,0,0,0
1754604207768607176,0,0,0,0,0,0,0
1754604207793798179,0,0,0,0,0,0,0
1754604207818618032,0,0,0,0,0,0,0
1754604207843680720,0,0,0,0,0,0,0
1754604207868851574,0,0,0,0,0,0,0
1754604207893619094,0,0,0,0,0,0,0
1754604207918752800,0,0,0,0,0,0,0
1754604207943611135,0,0,0,0,0,0,0
1754604207968688934,0,0,0,0,0,0,0
1754604207993736491,0,0,0,0,0,0,0
1754604208018600160,0,0,0,0,0,0,0
1754604208043838995,0,0,0,0,0,0,0
1754604208068914812,0,0,0,0,0,0,0
1754604208093701351,0,-0.00195312,0,0,0,0,0
1754604208118614723,3.11978,0.00585938,0,0,0,0,0
1754604208143767799,3.11983,-0.00195312,0,0,0,0,0
1754604208168630672,3.11983,0.00390625,0,0,0,0,0
1754604208193707581,3.1199,0.00195312,0,0,0,0,0
1754604208218623268,3.11997,0.00585938,0,0,0,0,0
1754604208243701159,3.11997,-0.00585938,0,0,0,0,0
1754604208271034517,3.11997,0,0,0,0,0,0
1754604208293998756,3.11997,0.00390625,0,0,0,0,0
1754604208318754758,3.12002,0.00390625,0,0,0,0,0
1754604208343715019,3.12009,0,0,0,0,0,0
1754604208368828651,3.12007,0.00195312,0,0,0,0,0
1754604208394037746,3.12007,-0.00390625,0,0,0,0,0
1754604208418804803,3.12007,0.00195312,0,0,0,0,0
1754604208443903434,3.12007,-0.0078125,0,0,0,0,0
1754604208468935270,3.12,0.00195312,0,0,0,0,0
1754604208493857012,3.12026,-0.00195312,0,0,0,0,0
1754604208518838237,3.12007,-0.00390625,0,0,0,0,0
1754604208543767424,3.12024,0,0,0,0,0,0
1754604208568836055,3.12005,-0.00195312,0,0,0,0,0
1754604208593905280,3.12024,0.00195312,0,0,0,0,0
1754604208618790170,3.12005,0.00195312,0,0,0,0,0
1754604208643884135,3.12009,0,0,0,0,0,0
1754604208668869915,3.12007,0.00585938,0,0,0,0,0
1754604208693790528,3.12007,-0.00585938,0,0,0,0,0
1754604208718911067,3.12007,-0.00195312,0,0,0,0,0
1754604208743909921,3.11995,-0.00195312,0,0,0,0,0
1754604208768921553,3.12,0.00195312,0,0,0,0,0
1754604208793796740,3.12009,0.00585938,0,0,0,0,0
1754604208818857020,3.12021,0.00195312,0,0,0,0,0
1754604208843935151,3.12026,0.00195312,0,0,0,0,0
1754604208868936431,3.12026,0.00390625,0,0,0,0,0
1754604208893818433,3.12038,0.0078125,0,0,0,0,0
1754604208918771675,3.12038,0.00195312,0,0,0,0,0
1754604208943805177,3.12056,-0.00195312,0,0,0,0,0
1754604208968823754,3.12042,-0.00585938,0,0,0,0,0
1754604208993816144,3.1203,0,0,0,0,0,0
1754604209018867961,3.12042,0.00390625,0,0,0,0,0
1754604209043827852,3.12047,0.00390625,0,0,0,0,0
1754604209068959947,3.12059,0.00976562,0,0,0,0,0
1754604209093826967,3.12063,-0.00585938,0,0,0,0,0
1754604209118821117,3.1206,-0.00195312,0,0,0,0,0
1754604209143862397,3.12053,-0.00195312,0,0,0,0,0
1754604209168860713,3.12057,0,0,0,0,0,0
1754604209193733567,3.1205,0.0078125,0,0,0,0,0
1754604209218870569,3.12072,0.00390625,0,0,0,0,0
1754604209243844719,3.12081,0,0,0,0,0,0
1754604209268954017,3.12081,-0.00195312,0,0,0,0,0
1754604209293863112,3.12069,-0.00195312,0,0,0,0,0
1754604209318844780,3.12069,-0.00585938,0,0,0,0,0
1754604209343820486,3.12061,-0.00195312,0,0,0,0,0
1754604209368886469,3.12078,0.00195312,0,0,0,0,0
1754604209393933619,3.12075,-0.00195312,0,0,0,0,0
1754604209418775991,3.12094,0,0,0,0,0,0
1754604209443853456,3.12086,0,0,0,0,0,0
1754604209468957273,3.12072,-0.00585938,0,0,0,0,0
1754604209493795330,3.12072,-0.00390625,0,0,0,0,0
1754604209518823444,3.12067,0.00195312,0,0,0,0,0
1754604209543957094,3.12076,0.00390625,0,0,0,0,0
1754604209568840373,3.12067,-0.00195312,0,0,0,0,0
1754604209593815968,3.12079,0.00195312,0,0,0,0,0
1754604209618860396,3.12079,0.00585938,0,0,0,0,0
1754604209643846675,3.12086,0,0,0,0,0,0
1754604209668895196,3.12086,-0.00195312,0,0,0,0,0
1754604209694060865,3.12095,0.00195312,0,0,0,0,0
1754604209718811718,3.12095,-0.00195312,0,0,0,0,0
1754604209743842275,3.12092,-0.00195312,0,0,0,0,0
1754604209769165463,3.12088,0.00390625,0,0,0,0,0
1754604209793881668,3.12093,0,0,0,0,0,0
