timestamp,IMU_pitch,IMU_pitch_rate,motor_pos,motor_vel,motor_trq,motor_cmd_trq,motor_drv_mode
1754602967892536172,0,0,0,0,0,0,0
1754602967917352309,0,0,0,0,0,0,0
1754602967942730667,0,0,0,0,0,0,0
1754602967967788340,0,0,0,0,0,0,0
1754602967992566680,0,0,0,0,0,0,0
1754602968017466613,0,0,0,0,0,0,0
1754602968042612971,0,0,0,0,0,0,0
1754602968067421496,0,0,0,0,0,0,0
1754602968096469504,0,0,0,0,0,0,0
1754602968119738492,0,0,0,0,0,0,0
1754602968144520165,0,0,0,0,0,0,0
1754602968168138930,0,0,0,0,0,0,0
1754602968192681826,0,0,0,0,0,0,0
1754602968217711555,0,0,0,0,0,0,0
1754602968242776524,0,0,0,0,0,0,0
1754602968267723660,0,0,0,0,0,0,0
1754602968292719130,0,0,0,0,0,0,0
1754602968318258377,0,0,0,0,0,0,0
1754602968343398365,0,0,0,0,0,0,0
1754602968368343242,0,0,0,0,0,0,0
1754602968392574360,0,0,0,0,0,0,0
1754602968417547329,0,0,0,0,0,0,0
1754602968442624577,0,0,0,0,0,0,0
1754602968467509917,0,0,0,0,0,0,0
1754602968492529238,0,0,0,0,0,0,0
1754602968517619059,0,0,0,0,0,0,0
1754602968542746122,0,0,0,0,0,0,0
1754602968568151128,0,0,0,0,0,0,0
1754602968592606227,0,0,0,0,0,0,0
1754602968617587715,0,0,0,0,0,0,0
1754602968642726129,0,0,0,0,0,0,0
1754602968667566414,0,0,0,0,0,0,0
1754602968692723568,0,0,0,0,0,0,0
1754602968717732112,0,0,0,0,0,0,0
1754602968742627859,0,0,0,0,0,0,0
1754602968767960625,0,0,0,0,0,0,0
1754602968792443687,0,0,0,0,0,0,0
1754602968817476287,0,0,0,0,0,0,0
1754602968842413256,0,0,0,0,0,0,0
1754602968867488837,0,0,0,0,0,0,0
1754602968892465251,0,0,0,0,0,0,0
1754602968917442646,0,0,0,0,0,0,0
1754602968942469412,0,0,0,0,0,0,0
1754602968967480122,0,0,0,0,0,0,0
1754602968992480444,0,-0.00390625,0,0,0,0,0
1754602969017506284,3.08339,0,0,0,0,0,0
1754602969042424938,3.08339,0.00195312,0,0,0,0,0
1754602969067457926,3.0835,0.00195312,0,0,0,0,0
1754602969092450544,3.0835,0.00390625,0,0,0,0,0
1754602969117412273,3.08355,0.00195312,0,0,0,0,0
1754602969142478779,3.0836,0,0,0,0,0,0
1754602969167485063,3.08357,0.00195312,0,0,0,0,0
1754602969192469292,3.08357,-0.00390625,0,0,0,0,0
1754602969217536688,3.08346,0.00390625,0,0,0,0,0
1754602969242480065,3.08355,0,0,0,0,0,0
1754602969267503312,3.08355,0.00390625,0,0,0,0,0
1754602969292490948,3.08355,0.00195312,0,0,0,0,0
1754602969317412473,3.08362,0.00390625,0,0,0,0,0
1754602969342852331,3.08367,0.00390625,0,0,0,0,0
1754602969367561634,3.08367,0.00195312,0,0,0,0,0
1754602969392497530,3.08367,0.00390625,0,0,0,0,0
1754602969417509073,3.08374,0,0,0,0,0,0
1754602969442503617,3.08374,0,0,0,0,0,0
1754602969467499234,3.08374,0.00195312,0,0,0,0,0
1754602969492491815,3.08374,0,0,0,0,0,0
1754602969517420544,3.08374,0,0,0,0,0,0
1754602969542451291,3.08379,0.00390625,0,0,0,0,0
1754602969567592094,3.08379,0.00390625,0,0,0,0,0
1754602969592439804,3.08386,0.00195312,0,0,0,0,0
1754602969617476051,3.08393,0.00585938,0,0,0,0,0
1754602969642523780,3.08398,0,0,0,0,0,0
1754602969667440157,3.08393,0.00195312,0,0,0,0,0
1754602969692504312,3.08391,0.00195312,0,0,0,0,0
1754602969717747263,3.08391,-0.0078125,0,0,0,0,0
1754602969742682936,3.08381,0.00195312,0,0,0,0,0
1754602969767468535,3.08398,0.00195312,0,0,0,0,0
1754602969792508245,3.08391,0,0,0,0,0,0
1754602969817673992,3.08415,0,0,0,0,0,0
1754602969842527832,3.0841,0.00195312,0,0,0,0,0
1754602969867425117,3.08405,0,0,0,0,0,0
1754602969892670234,3.08407,0,0,0,0,0,0
1754602969917489037,3.08403,0.00195312,0,0,0,0,0
1754602969942628933,3.08415,0.00195312,0,0,0,0,0
1754602969967720069,3.08419,0,0,0,0,0,0
1754602969992568168,3.08424,0.00585938,0,0,0,0,0
1754602970017411415,3.08424,0.00195312,0,0,0,0,0
1754602970042535644,3.08433,0,0,0,0,0,0
1754602970067505021,3.08448,0.00195312,0,0,0,0,0
1754602970092549823,3.08445,0.00195312,0,0,0,0,0
1754602970117508052,3.08445,0.00195312,0,0,0,0,0
1754602970142552892,3.08469,0.00585938,0,0,0,0,0
1754602970167432361,3.08469,0,0,0,0,0,0
1754602970192566331,3.08469,0,0,0,0,0,0
1754602970217536374,3.08469,0,0,0,0,0,0
1754602970242537621,3.08469,0,0,0,0,0,0
1754602970267352017,3.08469,0,0,0,0,0,0
1754602970292699986,3.08469,0,0,0,0,0,0
1754602970317448437,3.08469,0,0,0,0,0,0
1754602970342364369,3.08469,0,0,0,0,0,0
1754602970367724987,3.08469,0,0,0,0,0,0
1754602970392814197,3.08469,0,0,0,0,0,0
1754602970417588796,3.08469,0,0,0,0,0,0
1754602970442672951,3.08469,0,0,0,0,0,0
1754602970467352439,3.08469,0,0,0,0,0,0
1754602970492418612,3.08469,0,0,0,0,0,0
1754602970517494655,3.08469,0,0,0,0,0,0
1754602970542426995,3.08469,0,0,0,0,0,0
1754602970567513502,3.08469,0,0,0,0,0,0
1754602970592856342,3.08469,0,0,0,0,0,0
1754602970617496126,3.08469,0,0,0,0,0,0
1754602970642378206,3.08469,0,0,0,0,0,0
1754602970667456028,3.08469,0,0,0,0,0,0
