timestamp,IMU_pitch,IMU_pitch_rate,motor_pos,motor_vel,motor_trq,motor_cmd_trq,motor_drv_mode
1754499036105250740,0,0,0,0,0,0,0
1754499036140084535,0,0,0,0,0,0,0
1754499036173569497,0,0,0,0,0,0,0
1754499036209392183,0,0,0,0,0,0,0
1754499036243446700,0,0,0,0,0,0,0
1754499036278914571,0,0,0,0,0,0,0
1754499036313122255,0,0,0,0,0,0,0
1754499036348092273,0,0,0,0,0,0,0
1754499036381414049,0,0,0,0,0,0,0
1754499036420106367,0,0,0,0,0,0,0
1754499036453516902,0,0,0,0,0,0,0
1754499036488679791,0,0,0,0,0,0,0
1754499036522095604,0,0,0,0,0,0,0
1754499036557114382,0,0,0,0,0,0,0
1754499036590568473,0,0,0,0,0,0,0
1754499036625621991,0,0,0,0,0,0,0
1754499036659127323,0,0,0,0,0,0,0
1754499036694128822,0,0,0,0,0,0,0
1754499036727482802,0,0,0,0,0,0,0
1754499036762447394,0,0,0,0,0,0,0
1754499036795827929,0,0,0,0,0,0,0
1754499036830795818,0,0,0,0,0,0,0
1754499036865750447,0,0,0,0,0,0,0
1754499036899218205,0,0,0,0,0,0,0
1754499036934248131,0,0,0,0,0,0,0
1754499036953910985,0,0,0,0,0,0,0
1754499036975207118,0,0,0,0,0,0,0
1754499036995038732,0,0,0,0,0,0,0
1754499037016397013,0,0,0,0,0,0,0
1754499037041458595,0,0,0,0,0,0,0
1754499037066394936,0,0,0,0,0,0,0
1754499037091528222,0,0,0,0,0,0,0
1754499037116738638,0,0,0,0,0,0,0
1754499037141390904,0,0,0,0,0,0,0
1754499037166608727,0,0,0,0,0,0,0
1754499037191463864,0,0,0,0,0,0,0
1754499037216400354,0,-0.0820312,0,0,0,0,0
1754499037241475824,0.066427,-0.15625,0,0,0,0,0
1754499037266384851,0.0637276,-0.125,0,0,0,0,0
1754499037292538286,0.0601972,-0.126953,0,0,0,0,0
1754499037316737163,0.0533037,-0.134766,0,0,0,0,0
1754499037341555856,0.0442283,-0.162109,0,0,0,0,0
