timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,mot_drv_mode
1769629335565032684,0,0,0,0,0,0,0
1769629335575572126,0,0,0,0,0,0,0
1769629335587006496,0,0,0,0,0,0,0
1769629335598151810,0,0,0,0,0,0,0
1769629335608954790,0,0,0,0,0,0,0
1769629335620199567,0,0,0,0,0,0,0
1769629335631122955,0,0,0,0,0,0,0
1769629335641664934,0,0,0,0,0,0,0
1769629335651920080,0,0,0,0,0,0,0
1769629335663698488,0,0,0,0,0,0,0
1769629335675761599,0,0,0,0,0,0,0
1769629335686728339,0,0,0,0,0,0,0
1769629335698047394,0,0,0,0,0,0,0
1769629335708940170,0,0,0,0,0,0,0
1769629335720716874,0,0,0,0,0,0,0
1769629335731520354,0,0,0,0,0,0,0
1769629335741891870,0,0,0,0,0,0,0
1769629335754253390,0,0,0,0,0,0,0
1769629335766341001,0,0,0,0,0,0,0
1769629335777317722,0,0,0,0,0,0,0
1769629335789261167,0,0,0,0,0,0,0
1769629335800476851,0,0,0,0,0,0,0
1769629335810729960,0,0,0,0,0,0,0
1769629335823297369,0,0,0,0,0,0,0
1769629335834283886,0,0,0,0,0,0,0
1769629335844792329,0,0,0,0,0,0,0
1769629335856001532,0,0,0,0,0,0,0
1769629335867641031,0,0,0,0,0,0,0
1769629335879325161,0,0,0,0,0,0,0
1769629335890129548,0,0,0,0,0,0,0
1769629335900115027,0,0,0,0,0,0,0
1769629335910823711,0,0,0,0,0,0,0
1769629335925252530,0,0,0,0,0,0,0
1769629335936085195,0,0,0,0,0,0,0
1769629335946868323,0,0,0,0,0,0,0
1769629335958454175,0,0,0,0,0,0,0
1769629335969782952,0,0,0,0,0,0,0
1769629335981217507,0,0,0,0,0,0,0
1769629335992070968,0,0,0,0,0,0,0
1769629336001865058,0,0,0,0,0,0,0
1769629336013270687,0,0,0,0,0,0,0
1769629336026099596,0,0,0,0,0,0,0
1769629336038848375,0,0,0,0,0,0,0
1769629336049935597,0,0,0,0,0,0,0
1769629336061045244,0,0,0,0,0,0,0
1769629336072627281,0,0,0,0,0,0,0
1769629336084177595,0,0,0,0,0,0,0
1769629336094907130,0,0,0,0,0,0,0
1769629336110237821,0,0,0,0,0,0,0
1769629336122826471,0,0,0,0,0,0,0
1769629336138504884,0,0,0,0,0,0,0
1769629336149727291,0,0,0,0,0,0,0
1769629336159858974,0,0,0,0,0,0,0
1769629336171733363,0,0,0,0,0,0,0
1769629336182076157,0,0,0,0,0,0,0
1769629336192404673,0,0,0,0,0,0,0
1769629336203475820,0,0,0,0,0,0,0
1769629336216862545,0,0,0,0,0,0,0
1769629336229908510,0,0,0,0,0,0,0
1769629336244551255,0,0,0,0,0,0,0
1769629336254602419,0,0,0,0,0,0,0
1769629336266238086,0,0,0,0,0,0,0
1769629336279142476,0,0,0,0,0,0,0
1769629336290054327,0,0,0,0,0,0,0
1769629336301855531,0,0,0,0,0,0,0
1769629336311413212,0,0,0,0,0,0,0
1769629336324333659,0,0,0,0,0,0,0
1769629336334765657,0,0,0,0,0,0,0
1769629336345116673,0,0,0,0,0,0,0
1769629336356230524,0,0,0,0,0,0,0
1769629336370707936,0,0,0,0,0,0,0
1769629336380801766,0,0,0,0,0,0,0
1769629336391880450,0,0,0,0,0,0,0
1769629336404404192,0,0,0,0,0,0,0
1769629336415785414,0,0,0,0,0,0,0
1769629336427816415,0,0,0,0,0,0,0
1769629336438104097,0,0,0,0,0,0,0
1769629336449567227,0,0,0,0,0,0,0
1769629336460881318,0,0,0,0,0,0,0
1769629336472541281,0,0,0,0,0,0,0
1769629336484793356,0,0,0,0,0,nan,0
1769629336499134786,nan,nan,nan,nan,nan,nan,0
1769629336509595136,0,0,nan,nan,nan,nan,0
1769629336525118198,0,0,nan,nan,nan,nan,0
1769629336535932548,0,0,nan,nan,nan,nan,0
1769629336547262381,0,0,nan,nan,nan,nan,0
1769629336560066604,0,0,nan,nan,nan,nan,0
1769629336571417011,0,0,nan,nan,nan,nan,0
1769629336582305214,0,0,nan,nan,nan,nan,0
1769629336593444250,0,0,nan,nan,nan,nan,0
1769629336606874271,0,0,nan,nan,nan,nan,0
1769629336620873219,0,0,nan,nan,nan,nan,0
1769629336630016548,0,0,nan,nan,nan,nan,0
1769629336641470529,0,0,nan,nan,nan,nan,0
1769629336652490417,0,0,nan,nan,nan,nan,0
