timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,mot_drv_mode,encoder_steps
1770844006958360054,0,0,0,0,0,0,0,0
1770844006969786769,0,0,0,0,0,0,0,0
1770844006981243315,0,0,0,0,0,0,0,0
1770844006992706250,0,0,0,0,0,0,0,0
1770844007004170352,0,0,0,0,0,0,0,0
1770844007016910052,0,0,0,0,0,0,0,0
1770844007028370543,0,0,0,0,0,0,0,0
1770844007039830274,0,0,0,0,0,0,0,0
1770844007051290803,0,0,0,0,0,0,0,0
1770844007064002411,0,0,0,0,0,0,0,0
1770844007075447829,0,0,0,0,0,0,0,0
1770844007086911394,0,0,0,0,0,0,0,0
1770844007098390143,0,0,0,0,0,0,0,0
1770844007111089178,0,0,0,0,0,0,0,0
1770844007122706828,0,0,0,0,0,0,0,0
1770844007134261702,0,0,0,0,0,0,0,0
1770844007145734137,0,0,0,0,0,0,0,0
1770844007157218646,0,0,0,0,0,0,0,0
1770844007169961326,0,0,0,0,0,0,0,0
1770844007181403485,0,0,0,0,0,0,0,0
1770844007192889753,0,0,0,0,0,0,0,0
1770844007204342892,0,0,0,0,0,0,0,0
1770844007217035168,0,0,0,0,0,0,0,0
1770844007231650748,0,0,0,0,0,0,0,0
1770844007243317006,0,0,0,0,0,0,0,0
1770844007254754424,0,0,0,0,0,0,0,0
1770844007267438664,0,0,0,0,0,0,0,0
1770844007278805975,0,0,0,0,0,0,0,0
1770844007290089383,0,0,0,0,0,0,0,0
1770844007301580465,0,0,0,0,0,0,0,0
1770844007314462990,0,0,0,0,0,0,0,0
1770844007325892927,0,0,0,0,0,0,0,0
1770844007337472263,0,0,0,0,0,0,0,0
1770844007349056840,0,0,0,0,0,0,0,0
1770844007361653251,0,0,0,0,0,0,0,0
1770844007373279419,0,0,0,0,0,0,0,0
1770844007384492293,0,0,0,0,0,0,0,0
1770844007395982746,0,0,0,0,0,0,0,0
1770844007407402998,0,0,0,0,0,0,0,0
1770844007420248211,0,0,0,0,0,0,0,0
1770844007431593282,0,0,0,0,0,0,0,0
1770844007443209894,0,0,0,0,0,0,0,0
1770844007454515283,0,0,0,0,0,0,0,0
1770844007467248372,0,0,0,0,0,0,0,0
1770844007478835374,0,0,0,0,0,0,0,0
1770844007490159521,0,0,0,0,0,0,0,0
1770844007501483760,0,0,0,0,0,0,0,0
1770844007514138983,0,0,0,0,0,0,0,0
1770844007525694987,0,0,0,0,0,0,0,0
1770844007537270139,0,0,0,0,0,0,0,0
1770844007548746925,0,0,0,0,0,0,0,0
1770844007561470329,0,0,0,0,0,0,0,0
1770844007572955726,0,0,0,0,0,0,0,0
1770844007584418032,0,0,0,0,0,0,0,0
1770844007595860895,0,0,0,0,0,0,0,0
1770844007607283702,0,0,0,0,0,0,0,0
1770844007620010644,0,0,0,0,0,0,0,0
1770844007631426822,0,0,0,0,0,0,0,0
1770844007642859315,0,0,0,0,0,0,0,0
1770844007654284141,0,0,0,0,0,0,0,0
1770844007666989324,0,0,0,0,0,0,0,0
1770844007678414465,0,0,0,0,0,0,0,0
1770844007689832199,0,0,0,0,0,0,0,0
1770844007701231731,0,0,0,0,0,0,0,0
1770844007713920007,0,0,0,0,0,0,0,0
1770844007725487844,0,0,0,0,0,0,0,0
1770844007737091365,0,0,0,0,0,0,0,0
1770844007748474138,0,0,0,0,0,0,0,0
1770844007761160599,0,0,0,0,0,0,0,0
1770844007772587463,0,0,0,0,0,0,0,0
1770844007784261868,0,0,0,0,0,0,0,0
1770844007795988696,0,0,0,nan,nan,nan,0,0
1770844007807739801,nan,nan,nan,nan,nan,nan,0,0
1770844007820541924,0,0,nan,nan,nan,nan,0,0
1770844007832170554,0,0,nan,nan,nan,nan,0,0
1770844007843777129,0,0,nan,nan,nan,nan,0,0
1770844007855410759,0,0,nan,nan,nan,nan,0,0
1770844007868271675,0,0,nan,nan,nan,nan,0,0
1770844007879947506,0,0,nan,nan,nan,nan,0,0
1770844007891565525,0,0,nan,nan,nan,nan,0,0
1770844007903284243,0,0,nan,nan,nan,nan,0,0
1770844007916090032,0,0,nan,nan,nan,nan,0,0
1770844007927871468,0,0,nan,nan,nan,nan,0,0
1770844007939586705,0,0,nan,nan,nan,nan,0,0
1770844007951286239,0,0,nan,nan,nan,nan,0,0
1770844007964129025,0,0,nan,nan,nan,nan,0,0
