timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,mot_drv_mode,encoder_steps,encoder_ang,encoder_speed
1776813627542052923,0,0,0,0,0,0,0,0,0,0
1776813627546930746,0,0,0.314159,0,0,0,0,0,0,0
1776813627551863772,0,0,0.314159,0,0,0,0,0,0,0
1776813627556861853,0,0,0.314159,0,0,0,0,0,0,0
1776813627561848619,0,0,0.314159,0,0,0,0,0,0,0
1776813627566850162,0,0,0.314159,0,0,0,0,0,0,0
1776813627571846373,0,0,0.314159,0,0,0,0,0,0,0
1776813627576856102,0,0,0.314159,0,0,0,0,0,0,0
1776813627581863164,0,0,0.314159,0,0,0,0,0,0,0
1776813627586830004,0,0,0.314159,0,0,0,0,0,0,0
1776813627591849474,0,0,0.314159,0,0,0,0,0,0,0
1776813627596867517,0,0,0.314159,0,0,0,0,0,0,0
1776813627601838450,0,0,0.314159,0,0,0,0,0,0,0
1776813627606925493,0,0,0.314159,0,0,0,0,0,0,0
1776813627611909870,0,0,0.314159,0,0,0,0,0,0,0
1776813627616850488,0,0,0.314159,0,0,0,0,0,0,0
1776813627621839921,0,0,0.314159,0,0,0,0,0,0,0
1776813627626841928,0,0,0.314159,0,0,0,0,0,0,0
1776813627631832194,0,0,0.314159,0,0,0,0,0,0,0
1776813627636806905,0,0,0.314159,0,0,0,0,0,0,0
1776813627641834744,0,0,0.314159,0,0,0,0,0,0,0
1776813627646840973,0,0,0.314159,0,0,0,0,0,0,0
1776813627651843739,0,0,0.314159,0,0,0,0,0,0,0
1776813627656856709,0,0,0.314159,0,0,0,0,0,0,0
1776813627661927714,0,0,0.314159,0,0,0,0,0,0,0
1776813627666861870,0,0,0.314159,0,0,0,0,0,0,0
1776813627671848747,0,0,0.314159,0,0,0,0,0,0,0
1776813627676841513,0,0,0.314159,0,0,0,0,0,0,0
1776813627681841779,0,0,0.314159,0,0,0,0,0,0,0
1776813627686805620,0,0,0.314159,0,0,0,0,0,0,0
1776813627691834885,0,0,0.314159,0,0,0,0,0,0,0
1776813627696840114,0,0,0.314159,0,0,0,0,0,0,0
1776813627701849917,0,0,0.314159,0,0,0,0,0,0,0
1776813627706859701,0,0,0.314159,0,0,0,0,0,0,0
1776813627711850967,0,0,0.314159,0,0,0,0,0,0,0
