timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,mot_drv_mode,encoder_steps
1771358277630982947,0,0,0,0,0,0,0,0
1771358277650687538,0,0,0,0,0,0,0,0
1771358277670567303,0,0,0,0,0,0,0,0
1771358277690527901,0,0,0,0,0,0,0,0
1771358277710492552,0,0,0,0,0,0,0,0
1771358277730637003,0,0,0,0,0,0,0,0
1771358277750572618,0,0,0,0,0,0,0,0
1771358277770564195,0,0,0,0,0,0,0,0
1771358277790530085,0,0,0,0,0,0,0,0
1771358277810574772,0,0,0,0,0,0,0,0
1771358277830581523,0,0,0,0,0,0,0,0
1771358277850579910,0,0,0,0,0,0,0,0
1771358277870553665,0,0,0,0,0,0,0,0
1771358277890536192,0,0,0,0,0,0,0,0
1771358277910496420,0,0,0,0,0,0,0,0
1771358277930522157,0,0,0,0,0,0,0,0
1771358277950733803,0,0,0,0,0,0,0,0
1771358277970816908,nan,nan,nan,nan,nan,nan,0,-2
1771358277990731075,0,0,0.314159,0,nan,nan,0,-2
1771358278010580155,0,0,0.314159,0,nan,nan,0,-2
1771358278030630813,0,0,0.314159,0,nan,nan,0,-2
1771358278050686876,0,0,0.314159,0,nan,nan,0,-2
1771358278070653536,0,0,0.314159,0,nan,nan,0,-2
1771358278090714373,0,0,0.314159,0,nan,nan,0,-2
1771358278111019507,0,0,0.314159,0,nan,nan,0,-2
1771358278130959963,0,0,0.314159,0,nan,nan,0,-2
1771358278151058589,0,0,0.314159,0,nan,nan,0,-2
1771358278171118963,nan,0.00195312,inf,0.00195312,nan,nan,3,-2
1771358278191043708,2.80003,-0.00195312,0.314159,-0.00195312,nan,nan,10,-2
1771358278213008156,2.80003,-0.00390625,0.314159,-0.00390625,nan,nan,10,-2
1771358278231532835,2.80003,0,0.314159,0,nan,nan,10,-2
1771358278251089830,2.80003,0,0.314159,0,nan,nan,10,-2
1771358278270932927,2.80016,-0.00195312,0.314159,-0.00195312,nan,nan,10,-2
1771358278290769713,2.80003,-0.00195312,0.314159,-0.00195312,-0.00195312,nan,10,-2
1771358278310658093,2.80003,0,0.314159,0,nan,nan,10,2143289344
1771358278330649588,2.80003,2.80003,0.314159,0,nan,nan,10,-2
1771358278350695954,2.80003,0.00390625,0.314159,0.00390625,nan,nan,10,-2
1771358278370650715,2.80015,0,0.314159,0,nan,nan,10,-2
1771358278390674559,2.80015,0,0.314159,0,nan,nan,10,-2
1771358278411139435,2.80015,0,0.314159,-0.00390625,nan,nan,10,-2
1771358278431024781,2.80015,0,0.314159,0,nan,nan,10,-2
1771358278451104494,2.80015,-0.00195312,0.314159,-0.00195312,nan,nan,10,-2
1771358278471447065,2.80015,-0.00195312,0.314159,-0.00195312,nan,nan,10,-2
1771358278491439504,2.80015,0.00195312,0.314159,-0.00390625,nan,nan,10,-2
1771358278511223677,2.80015,0.00390625,0.314159,0.00390625,nan,nan,10,-2
1771358278531275743,2.80015,-0.00195312,0.314159,-0.00195312,nan,nan,10,-2
1771358278551062674,2.80015,0,0.314159,-0.00390625,nan,nan,10,-2
1771358278571413036,2.80001,0,0.314159,0,nan,nan,10,-2
