timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,mot_drv_mode,encoder_steps
1771953317361140912,0,0,0,0,0,0,0,0
1771953317370909159,0,0,0,0,0,0,0,0
1771953317380879248,0,0,0,0,0,0,0,0
1771953317390877672,0,0,0,0,0,0,0,0
1771953317400871132,0,0,0,0,0,0,0,0
1771953317410875316,0,0,0,0,0,0,0,0
1771953317420880036,0,0,0,0,0,0,0,0
1771953317430867126,0,0,0,0,0,0,0,0
1771953317440894014,0,0,0,0,0,0,0,0
1771953317450834435,0,0,0,0,0,0,0,0
1771953317460872620,0,0,0,0,0,0,0,0
1771953317470887155,0,0,0,0,0,0,0,0
1771953317480888190,0,0,0,0,0,0,0,0
1771953317490875743,0,0,0,0,0,0,0,0
1771953317500907464,0,0,0,0,0,0,0,0
1771953317510917981,0,0,0,0,0,0,0,0
1771953317520918238,0,0,0,0,0,0,0,0
1771953317530866271,0,0,0,0,0,0,0,0
1771953317540862602,0,0,0,0,0,0,0,0
1771953317550829191,0,0,0,0,0,0,0,0
1771953317560861690,0,0,0,0,0,0,0,0
1771953317570859429,0,0,0,0,0,0,0,0
1771953317580854482,0,0,0,0,0,0,0,0
1771953317590852480,0,0,0,0,0,0,0,0
1771953317600818550,0,0,0,0,0,0,0,0
1771953317610860087,0,0,0,0,0,0,0,0
1771953317620875307,0,0,0,0,0,0,0,0
1771953317630867435,0,0,0,0,0,0,0,0
1771953317640905619,0,0,0,0,0,0,0,0
1771953317650854726,0,0,0,0,0,0,0,0
1771953317660864317,0,0,0,0,0,0,0,0
1771953317670860796,0,0,0,0,0,0,0,0
1771953317680857534,0,0,0,0,0,0,0,0
1771953317690860995,0,0,0,0,0,0,0,0
1771953317700833659,0,0,0,0,0,0,0,0
1771953317710892844,0,0,0,0,0,0,0,0
1771953317720882508,0,0,0,0,0,0,0,0
1771953317730975214,0,0,0,0,0,0,0,0
1771953317740974934,0,0,0,0,0,0,0,0
1771953317750873520,0,0,0,0,0,0,0,0
1771953317760869370,0,0,0,0,0,0,0,0
1771953317770866256,0,0,0,0,0,0,0,0
1771953317780872069,0,0,0,0,0,0,0,0
1771953317790865159,0,0,0,0,0,0,0,0
1771953317800849434,0,0,0,0,0,0,0,0
1771953317810868525,0,0,0,0,0,0,0,0
1771953317820902099,0,0,0,0,0,0,0,0
1771953317830867317,0,0,0,0,0,0,0,0
1771953317840924040,0,0,0,0,0,0,0,0
1771953317850854868,0,0,0,0,0,0,0,0
1771953317860876941,0,0,0,0,0,0,0,0
1771953317870883995,0,0,0,0,0,0,0,0
1771953317880908494,0,0,0,0,0,0,0,0
1771953317890867656,0,0,0,0,0,0,0,0
1771953317900864006,0,0,0,0,0,0,0,0
1771953317910905895,0,0,0,0,0,0,0,0
