timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,mot_drv_mode,encoder_steps
1771952190085131542,0,0,0,0,0,0,0,0
1771952190094984602,0,0,0,0,0,0,0,0
1771952190104961843,0,0,0,0,0,0,0,0
1771952190114925381,0,0,0,0,0,0,0,0
1771952190124897289,0,0,0,0,0,0,0,0
1771952190134922713,0,0,0,0,0,0,0,0
1771952190144923805,0,0,0,0,0,0,0,0
1771952190154904620,0,0,0,0,0,0,0,0
1771952190164905453,0,0,0,0,0,0,0,0
1771952190174872083,0,0,0,0,0,0,0,0
1771952190184939710,0,0,0,0,0,0,0,0
1771952190194932802,0,0,0,0,0,0,0,0
1771952190204932968,0,0,0,0,0,0,0,0
1771952190214923060,0,0,0,0,0,0,0,0
1771952190224912023,0,0,0,0,0,0,0,0
1771952190234932725,0,0,0,0,0,0,0,0
1771952190244950076,0,0,0,0,0,0,0,0
1771952190254929095,0,0,0,0,0,0,0,0
1771952190264929427,0,0,0,0,0,0,0,0
1771952190274927520,0,0,0,0,0,0,0,0
1771952190284916019,0,0,0,0,0,0,0,0
1771952190294916111,0,0,0,0,0,0,0,0
1771952190304928221,0,0,0,0,0,0,0,0
1771952190314918036,0,0,0,0,0,0,0,0
1771952190324917091,0,0,0,0,0,0,0,0
1771952190334920590,0,0,0,0,0,0,0,0
1771952190344919090,0,0,0,0,0,0,0,0
1771952190354922108,0,0,0,0,0,0,0,0
1771952190364923422,0,0,0,0,0,0,0,0
1771952190374893607,0,0,0,0,0,0,0,0
1771952190384926513,0,0,0,0,0,0,0,0
1771952190394925809,0,0,0,0,0,0,0,0
1771952190404949344,0,0,0,0,0,0,0,0
1771952190414929604,0,0,0,0,0,0,0,0
1771952190424894290,0,0,0,0,0,0,0,0
1771952190434946972,0,0,0,0,0,0,0,0
1771952190444920232,0,0,0,0,0,0,0,0
1771952190454953693,0,0,0,0,0,0,0,0
1771952190464920434,0,0,0,0,0,0,0,0
1771952190474984765,0,0,0,0,0,0,0,0
1771952190484926914,0,0,0,0,0,0,0,0
1771952190494934154,0,0,0,0,0,0,0,0
1771952190504941653,0,0,0,0,0,0,0,0
1771952190514944023,0,0,0,0,0,0,0,0
1771952190524989187,0,0,0,0,0,0,0,0
1771952190534949003,0,0,0,0,0,0,0,0
1771952190544973631,0,0,0,0,0,0,0,0
1771952190554922836,0,0,0,0,0,0,0,0
1771952190564923169,0,0,0,0,0,0,0,0
1771952190574938186,0,0,0,0,0,0,0,0
1771952190584959407,0,0,0,0,0,0,0,0
1771952190594957870,0,0,0,0,0,0,0,0
1771952190604921037,0,0,0,0,0,0,0,0
1771952190614904241,0,0,0,0,0,0,0,0
1771952190624881074,0,0,0,0,0,0,0,0
1771952190634981329,0,0,0,0,0,0,0,0
1771952190644934941,0,0,0,0,0,0,0,0
1771952190654913405,0,0,0,0,0,0,0,0
1771952190664920422,0,0,0,0,0,0,0,0
1771952190674914774,0,0,0,0,0,0,0,0
1771952190684960790,0,0,0,0,0,0,0,0
1771952190694907921,0,0,0,0,0,0,0,0
1771952190704916790,0,0,0,0,0,0,0,0
1771952190714891217,0,0,0,0,0,0,0,0
1771952190724857717,0,0,0,0,0,0,0,0
1771952190734888475,0,0,0,0,0,0,0,0
1771952190744921621,0,0,0,0,0,0,0,0
1771952190754890844,0,0,0,0,0,0,0,0
1771952190764887714,0,0,0,0,0,0,0,0
1771952190774874103,0,0,0,0,0,0,0,0
1771952190784946136,0,0,0,0,0,0,0,0
1771952190794928359,0,0,0,0,0,0,0,0
1771952190804998744,0,0,0,0,0,0,0,0
1771952190814938246,0,0,0,0,0,0,0,0
1771952190825008483,0,0,0,0,0,0,0,0
1771952190835085535,0,0,0,0,0,0,0,0
1771952190844935615,0,0,0,0,0,0,0,0
1771952190854932355,0,0,0,0,0,0,0,0
1771952190864939928,0,0,0,0,0,0,0,0
1771952190875010610,0,0,0,0,0,0,0,0
1771952190884949427,0,0,0,0,0,0,0,0
1771952190894930038,0,0,0,0,0,0,0,0
1771952190904933185,0,0,0,0,0,0,0,0
1771952190915450109,0,0,0,0,0,0,0,0
1771952190925245487,0,0,nan,nan,nan,nan,0,0
1771952190935137490,nan,nan,nan,nan,nan,nan,0,-2
1771952190945226134,nan,nan,0.314159,0,nan,nan,0,-2
1771952190955103972,0,0,0.314159,0,nan,nan,0,-2
1771952190965110360,0,0,0.314159,0,nan,nan,0,-2
1771952190975081323,0,0,0.314159,0,nan,nan,0,-2
1771952190985032954,0,0,0.314159,0,nan,nan,0,-2
1771952190995047509,0,0,0.314159,0,nan,nan,0,-2
1771952191005068306,0,0,0.314159,0,nan,nan,0,-2
1771952191015117237,0,0,0.314159,0,nan,nan,0,-2
1771952191025007526,0,0,0.314159,0,nan,nan,0,-2
1771952191035080049,0,0,0.314159,0,nan,nan,0,-2
1771952191045085389,0,0,0.314159,0,nan,nan,0,-2
1771952191055047601,0,0,0.314159,0,nan,nan,0,-2
1771952191065072662,0,0,0.314159,0,nan,nan,0,-2
1771952191075101038,0,0,0.314159,0,nan,nan,0,-2
1771952191085067583,0,0,0.314159,0,nan,nan,0,-2
1771952191095053350,0,0,0.314159,0,nan,nan,0,-2
1771952191105019895,0,0,0.314159,0,nan,nan,0,-2
1771952191115068030,0,0,0.314159,0,nan,nan,0,-2
1771952191125081703,nan,0,inf,0,nan,nan,11,-2
1771952191135032990,nan,0,inf,0,nan,nan,3,-2
1771952191145238452,3.20739,0.00195312,0.314159,0.00195312,nan,nan,10,-2
1771952191155085112,3.20739,0,0.314159,0,nan,nan,10,-2
1771952191165048898,3.20739,0,0.314159,0,nan,-2,10,-2
1771952191175150105,3.20739,-0.00195312,0.314159,-0.00195312,nan,nan,10,-2
1771952191185071800,3.20739,0.00390625,0.314159,0.00390625,nan,nan,0,-2
1771952191195068715,3.20739,0,0.314159,0,nan,nan,10,-2
1771952191205054241,3.20739,-0.00195312,0.314159,-0.00195312,nan,nan,10,-2
1771952191215016897,3.20739,0.00195312,0.314159,-0.00195312,nan,nan,10,-2
1771952191224987386,3.20739,-0.00195312,0.314159,-0.00195312,nan,nan,10,-2
1771952191235157628,3.20739,0.00195312,0.314159,0.314159,nan,nan,10,-2
1771952191245005251,3.20739,0,0.314159,0.00195312,nan,nan,10,-2
1771952191255062071,3.20739,0,0.314159,0,nan,nan,0,-2
1771952191265014505,3.20739,-0.00585938,0.314159,-0.00585938,nan,nan,10,-2
1771952191275022568,3.20727,-0.00390625,0.314159,-0.00390625,nan,nan,10,-2
1771952191285081702,3.20727,0.00195312,0.314159,0.00195312,nan,nan,10,-2
1771952191295077098,3.20727,0,0.314159,0,nan,nan,10,-2
1771952191305206840,3.20727,0,0.314159,0,nan,nan,10,-2
1771952191314992115,3.20727,0.00195312,0.314159,0.00195312,nan,nan,10,-2
1771952191325005121,3.20727,-0.00195312,0.314159,-0.00195312,nan,nan,10,-2
1771952191335059219,3.20727,-0.00195312,0.314159,0,nan,nan,10,-2
1771952191345134111,3.20727,-0.00195312,0.314159,-0.00195312,nan,nan,10,-2
1771952191355088472,3.20727,0,0.314159,0,nan,nan,10,-2
1771952191365034851,3.20727,0,0.314159,0,nan,nan,10,-2
1771952191375092245,3.20715,-0.00195312,0.314159,-0.00195312,nan,nan,10,-2
