timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,mot_drv_mode,encoder_steps
1771350978825962442,0,0,0,0,0,0,0,0
1771350978925826315,0,0,0,0,0,0,0,0
1771350979025777116,0,0,0,0,0,0,0,0
1771350979125909971,0,0,0.314159,0,nan,nan,0,0
1771350979226294593,0,0,0.314159,0,nan,nan,0,0
1771350979326633491,3.06922,0.00195312,0.314159,0.00390625,nan,nan,10,0
1771350979426048288,3.06935,0.00195312,0.314159,0.00195312,nan,nan,10,0
1771350979526161939,3.06934,0.00195312,0.314159,0,nan,nan,10,0
1771350979625945802,3.06934,0.00195312,0.314159,0.00195312,nan,nan,10,0
1771350979725957412,3.06933,0,0.314159,0,nan,nan,10,0
1771350979826082656,3.06932,0.00585938,0.314159,0.00585938,nan,nan,10,0
1771350979926154342,3.06932,0.00195312,0.314159,0.00195312,nan,nan,10,0
1771350980025969763,3.06944,0.00195312,0.00195312,0.00195312,nan,nan,10,0
1771350980126073740,3.06943,-0.00195312,0.314159,-0.00195312,nan,nan,10,0
1771350980226189013,3.06942,0,0.314159,0,nan,nan,10,0
1771350980325979610,3.0693,0,0.314159,0,nan,nan,10,0
1771350980425963880,3.06917,0,0.314159,0,nan,nan,10,0
1771350980525883073,3.06904,3.06904,0.314159,0,nan,nan,10,0
1771350980626236928,3.06904,0,0.314159,0,nan,nan,10,0
1771350980725901243,3.06891,0,0.314159,0,nan,nan,10,0
1771350980826159503,3.06891,0,0.314159,0,nan,nan,10,0
1771350980925957415,3.06891,0,0.314159,0,nan,nan,10,0
1771350981026025688,3.06878,0,0.314159,0,nan,nan,10,0
1771350981125825186,3.06385,-0.619141,-0.298377,-1.01367,3.38018,7.56381,10,46
1771350981225832079,2.64493,-6.61914,-0.276422,-6.61914,3.0555,2.85664,10,705
1771350981325770525,1.88453,-6.33398,-0.300363,-6.13281,0.539272,0.178327,10,1620
1771350981425903330,1.4524,-1.52539,0.231602,-1.52539,0.622458,0.478956,10,2030
1771350981525997984,1.43489,0.927734,0.208119,0.929688,1.59594,1.88432,10,1985
1771350981625847372,1.5015,0.117188,0.217971,0.117188,1.87805,1.79146,10,1917
1771350981725748392,1.51752,0.154297,0.220179,0.154297,1.87931,1.90025,10,1899
1771350981825818212,1.52752,-0.0507812,0.221745,-0.0507812,1.74402,1.8368,10,1889
1771350981925870310,1.52511,-0.0117188,0.21934,-0.0117188,1.91355,1.84701,10,1889
1771350982025824165,1.52474,-0.00976562,0.218968,-0.00976562,1.76282,1.84934,10,1889
1771350982125937573,1.52529,0.0136719,0.219703,0.0136719,1.78225,1.86346,10,1889
1771350982225873457,1.52567,0,0.219893,0,1.89555,1.8567,10,1889
1771350982326040236,1.52585,-0.00585938,0.22008,-0.00585938,1.83993,1.85437,10,1889
1771350982425916118,1.52659,0.00585938,0.22082,0.00585938,1.83638,1.86406,10,1072601468
1771350982525924856,1.53161,-0.00976562,0.225839,-0.00976562,1.83954,1.88343,10,1889
1771350982625781552,1.53161,0.00195312,0.22584,0.00195312,1.83002,1.89012,10,1889
1771350982725954258,1.53552,0.0078125,0.229748,0.0078125,1.91064,1.91242,10,1889
1771350982825750767,1.53981,0,0.23404,0,1.95841,1.93343,10,1889
1771350982925860008,1.54318,0,0.237408,-0.00585938,1.91913,1.94829,10,1889
1771350983025716408,1.54618,-0.00390625,0.240405,-0.00390625,1.95944,1.96559,10,1889
1771350983125813919,1.54937,0.00390625,0.243595,0.00390625,1.99212,1.98724,10,1889
1771350983225950358,1.55275,0.00195312,0.246973,0.00390625,2.06968,2.00543,10,1889
1771350983325930143,1.55538,0.00390625,0.249608,0,1.99244,2.01738,10,1889
1771350983425796110,1.55915,-0.00390625,0.253377,-0.00390625,2.02446,2.03651,10,1889
1771350983525880140,1.56142,-0.00585938,0.255644,-0.00585938,2.07653,2.04645,10,1889
1771350983625813516,1.5635,-0.00195312,0.257725,0.00390625,2.04463,2.06317,10,1889
1771350983725759152,1.56709,-0.00390625,0.261319,-0.00195312,2.06886,2.07908,10,1889
1771350983825721233,1.56728,-0.00390625,0.261509,0,1.97237,2.08121,10,1889
1771350983925866635,1.57032,0,0.264542,0.00195312,2.13543,2.09854,10,1889
1771350984025752938,1.57088,-0.0078125,0.26511,0,2.09708,2.10046,10,1889
1771350984125762551,1.57506,-0.00390625,0.269286,-0.00390625,2.0453,2.12053,10,1889
1771350984225779330,1.57545,0,0.269672,0,2.19986,2.12482,10,1889
1771350984325804517,1.57601,0.00390625,0.27024,0.00390625,2.04529,2.12674,10,1889
1771350984425748683,1.58078,-0.00585938,0.275004,-0.0117188,2.05645,2.14655,10,1889
1771350984525758574,1.58097,-0.00976562,-0.00976562,-0.00976562,2.17055,2.14869,10,1889
1771350984625892709,1.58135,-0.0078125,0.275576,-0.0078125,2.17045,2.15516,10,1889
1771350984725745187,1.58193,0,0.276154,0.00195312,2.20339,2.16047,10,1889
1771350984825713261,1.58231,0.00195312,0.276535,0.00195312,2.13768,2.16249,10,1889
1771350984925878971,1.58269,-0.00195312,0.277105,-0.00195312,2.2192,2.1633,10,1889
1771350985025813360,1.59667,-0.0136719,0.291665,-0.0136719,2.30406,2.22977,10,1890
1771350985125801742,1.59533,-0.00976562,0.29186,-0.00976562,2.17973,2.2238,10,1892
1771350985225942240,1.59494,-0.0117188,0.292237,-0.0117188,2.21791,2.22174,10,1893
1771350985325789767,1.59399,-0.0214844,0.292815,-0.0214844,2.16134,2.21111,10,1895
1771350985425783927,1.59302,0.0078125,0.293386,0.0078125,2.28216,2.22049,10,1897
1771350985525764198,1.59341,-0.00976562,0.293777,-0.00976562,2.19415,2.21476,10,1897
1771350985625776100,1.59361,-0.00390625,0.293968,-0.00390625,2.19469,2.21911,10,1897
1771350985725777594,1.59418,0.00195312,0.294541,0.00195312,2.24327,2.22549,10,1897
1771350985825824126,1.59438,-0.00390625,0.294924,-0.00390625,2.16127,2.22418,10,1897
1771350985925821491,1.59475,-0.00390625,0.295116,-0.00390625,2.23917,2.22519,10,1897
1771350986025901730,1.59495,-0.00195312,0.295308,0.00195312,2.17565,2.22955,10,1897
1771350986125787065,1.59515,0,0.295699,0,2.2071,2.23051,10,1897
1771350986225895259,1.5959,-0.00390625,0.296265,-0.00390625,2.34443,2.23572,10,1897
1771350986325947210,1.59629,0,0.296657,0,2.30182,2.23461,10,1897
1771350986425745839,1.59668,-0.00390625,0.297039,-0.00390625,2.22754,2.23537,10,1897
1771350986525780494,1.59687,-0.0078125,0.297231,0.00195312,2.21656,2.23972,10,1897
1771350986625755924,1.59707,-0.00195312,0.297432,-0.00195312,2.28171,2.23967,10,1897
1771350986725748003,1.59745,0.00195312,0.297814,0.00195312,2.29337,2.24275,10,1897
1771350986825799899,1.59783,-0.00195312,0.298198,-0.00195312,2.34868,2.24261,10,1898
1771350986925887685,1.59841,0,0.299543,0,2.26503,2.24678,10,1898
1771350987025803003,1.59861,0.00585938,0.299736,0.00585938,2.3366,2.25114,10,1898
1771350987125818724,1.59899,0,0.30012,0,2.35981,2.24983,10,1898
1771350987225847111,1.59919,-0.00195312,0.300322,-0.00195312,2.31973,2.24978,10,1898
1771350987325941853,1.59957,0.00585938,0.300704,0.00585938,2.23837,2.25625,10,1898
1771350987425815125,1.59996,0.00585938,0.301089,0.00585938,2.23337,2.25829,10,1898
1771350987525821086,1.60206,0.0273438,0.303189,0.0273438,2.20495,2.28162,10,1898
1771350987625868400,1.60571,0.0390625,0.30761,0.0390625,2.30282,2.30535,10,1899
1771350987725807304,1.60978,-0.0117188,-0.313577,-0.0410156,2.28761,2.28333,10,1905
1771350987825805580,1.60071,-0.273438,-0.299253,-0.273438,2.14447,2.08886,10,1940
1771350987925755132,1.58116,0.0527344,-0.28678,0.0527344,2.19624,2.18634,10,1976
1771350988025818058,1.57468,0,-0.266604,0,2.21381,2.12075,10,2012
1771350988125752269,1.59014,0.240234,-0.241944,0.240234,2.33446,2.34703,10,2022
1771350988225724130,1.6092,-0.0800781,-0.0800781,-0.0800781,2.31254,2.25698,10,2060
1771350988325822772,1.59781,-0.205078,-0.159111,-0.205078,2.14532,2.12667,10,2125
1771350988425829837,1.58381,-0.0585938,-0.120955,-0.0585938,2.07399,2.13291,10,2191
1771350988525775863,1.58631,-0.0742188,-0.0839384,-0.0742188,2.23796,2.14528,10,1074351178
1771350988625851152,1.59608,0.0683594,-0.0419562,0.0683594,2.21848,2.2322,10,2283
1771350988725778085,1.59782,-0.0585938,-0.0585938,-0.0585938,2.13921,2.21026,10,2359
1771350988825767464,1.59668,0.0429688,0.100536,0.0429688,2.12977,2.25657,10,2471
1771350988925810530,1.58881,-0.126953,0.216922,-0.126953,2.08158,2.11644,10,2640
1771350989025890506,1.63497,0.957031,-0.266292,0.957031,2.6532,2.95852,10,2760
1771350989125774375,1.63724,-0.537109,-0.114464,-0.537109,2.22095,2.13869,10,2967
1771350989225786377,1.58764,-0.357422,0.0062144,-0.357422,2.0434,1.97932,10,3185
1771350989325988718,1.56318,-0.115234,0.152792,-0.115234,2.10648,1.9865,10,3412
1771350989425828160,1.58862,2.52344,-0.308197,1.4707,2.68683,3.03321,10,3579
1771350989525757660,1.64658,-0.371094,-0.110212,-0.371094,2.35852,2.26976,10,3784
1771350989625975742,1.5857,-0.498047,0.0654748,-0.488281,2.04918,1.90108,10,4083
1771350989725989171,1.54717,-0.271484,0.257038,-0.271484,1.8678,1.8195,10,4394
1771350989825823315,1.64691,0.376953,-0.155697,0.376953,3.00248,2.75137,10,4525
1771350989925754426,1.61287,-0.613281,0.0265319,-0.619141,1.95968,1.97006,10,4838
1771350990025762263,1.54697,-0.568359,0.251319,-0.554688,1.85093,1.6559,10,5207
1771350990125929818,1.65422,0.382812,-0.1501,0.382812,3.05104,2.64647,10,5357
1771350990225823698,1.62707,-0.714844,0.0850025,-0.714844,1.88016,1.96955,10,5699
