timestamp,torso_pitch,torso_pitch_rate,wheel_pos,wheel_vel,wheel_torque,wheel_cmd_torque,mot_drv_mode,encoder_steps
1770844672571896043,0,0,0,0,0,0,0,0
1770844672583237647,0,0,0,0,0,0,0,0
1770844672594781686,0,0,0,0,0,0,0,0
1770844672606433351,0,0,0,0,0,0,0,0
1770844672617837563,0,0,0,0,0,0,0,0
1770844672630664385,0,0,0,0,0,0,0,0
1770844672642091929,0,0,0,0,0,0,0,0
1770844672653594415,0,0,0,0,0,0,0,0
1770844672665071587,0,0,0,0,0,0,0,0
1770844672677841948,0,0,0,0,0,0,0,0
1770844672689297232,0,0,0,0,0,0,0,0
1770844672700800236,0,0,0,0,0,0,0,0
1770844672712311277,0,0,0,0,0,0,0,0
1770844672725119618,0,0,0,0,0,0,0,0
1770844672736709934,0,0,0,0,0,0,0,0
1770844672748288583,0,0,0,0,0,0,0,0
1770844672759956970,0,0,0,0,0,0,0,0
1770844672771550767,0,0,0,0,0,0,0,0
1770844672784406606,0,0,0,0,0,0,0,0
1770844672795990126,0,0,0,0,0,0,0,0
1770844672807530036,0,0,0,0,0,0,0,0
1770844672819215070,0,0,0,0,0,0,0,0
1770844672832025170,0,0,0,0,0,0,0,0
1770844672843561284,0,0,0,0,0,0,0,0
1770844672855066011,0,0,0,0,0,0,0,0
1770844672866673103,0,0,0,0,0,0,0,0
1770844672879482000,0,0,0,0,0,0,0,0
1770844672890987282,0,0,0,0,0,0,0,0
1770844672902542118,0,0,0,0,0,0,0,0
1770844672914093379,0,0,0,0,0,0,0,0
1770844672926883091,0,0,0,0,0,0,0,0
1770844672938429335,0,0,0,0,0,0,0,0
1770844672949943264,0,0,0,0,0,0,0,0
1770844672961857734,0,0,0,0,0,0,0,0
1770844672974529543,0,0,0,0,0,0,0,0
1770844672986088545,0,0,0,0,0,0,0,0
1770844672997652121,0,0,0,0,0,0,0,0
1770844673009210234,0,0,0,0,0,0,0,0
1770844673020756663,0,0,0,0,0,0,0,0
1770844673033590854,0,0,0,0,0,0,0,0
1770844673045136597,0,0,0,0,0,0,0,0
1770844673056651064,0,0,0,0,0,0,0,0
1770844673068158346,0,0,0,0,0,0,0,0
1770844673081021980,0,0,0,0,0,0,0,0
1770844673092527410,0,0,0,0,0,0,0,0
1770844673104040173,0,0,0,0,0,0,0,0
1770844673115560195,0,0,0,0,0,0,0,0
1770844673128372369,0,0,0,0,0,0,0,0
1770844673139910372,0,0,0,0,0,0,0,0
1770844673151423746,0,0,0,0,0,0,0,0
1770844673163122835,0,0,0,0,0,0,0,0
1770844673176011709,0,0,0,0,0,0,0,0
1770844673187535527,0,0,0,0,0,0,0,0
1770844673199063530,0,0,0,0,0,0,0,0
1770844673210572275,0,0,0,0,0,0,0,0
1770844673222183978,0,0,0,0,0,0,0,0
1770844673234992356,0,0,0,0,0,0,0,0
1770844673246546654,0,0,0,0,0,0,0,0
1770844673258087379,0,0,0,0,0,0,0,0
1770844673269596642,0,0,0,0,0,0,0,0
1770844673282434871,0,0,0,0,0,0,0,0
1770844673293940412,0,0,0,0,0,0,0,0
1770844673305506784,0,0,0,0,0,0,0,0
1770844673317025028,0,0,0,0,0,0,0,0
1770844673329862367,0,0,0,0,0,0,0,0
1770844673341442646,0,0,0,0,0,0,0,0
1770844673352965205,0,0,0,0,0,0,0,0
1770844673364651665,0,0,0,0,0,0,0,0
1770844673377551076,0,0,0,0,0,0,0,0
1770844673389131984,0,0,0,0,0,0,0,0
1770844673400781612,0,0,0,0,0,0,0,0
1770844673412667860,nan,nan,nan,nan,nan,nan,0,-3
